"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07274251","TOWN CREEK AT WATER VALLEY, MS","Stream",NA,"08030203",3.97,"sq mi",3.97,"sq mi",34.1475,-89.6333333,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",276,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","161",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07274252","OTOUCALOFA CREEK CANAL NR WATER VALLEY, MS","Stream",NA,"08030203",97.1,"sq mi",97.1,"sq mi",34.1441667,-89.6525,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",250.95,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","161",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07274270","OTOUCALOFA CREEK CANAL WEST OF WATER VALLEY, MS.","Stream",NA,"08030203",NA,NA,NA,NA,34.1631654,-89.6964754,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","161",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07277520","HICKAHALA CREEK NR INDEPENDENCE, MS","Stream",NA,"08030204",25.33,"sq mi",NA,NA,34.6751008,-89.7575866,NA,5,"seconds","Interpolated from MAP.","NAD83",100,"feet",10,"feet","Unknown.","NGVD29","US","28","137",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07277530","HICKAHALA CREEK NR LOOXAHOMA, MS","Stream",NA,"08030204",44.66,"sq mi",NA,NA,34.6414907,-89.8109209,NA,5,"seconds","Interpolated from MAP.","NAD83",100,"feet",10,"feet","Unknown.","NGVD29","US","28","137",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07277548","JAMES WOLF CREEK NR LOOXAHOMA, MS","Stream",NA,"08030204",35.17,"sq mi",NA,NA,34.6167691,-89.8214767,NA,5,"seconds","Interpolated from MAP.","NAD83",100,"feet",10,"feet","Unknown.","NGVD29","US","28","137",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07277700","HICKAHALA CREEK NR SENATOBIA, MS","Stream",NA,"08030204",121,"sq mi",NA,NA,34.6319444,-89.9244444,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",233.02,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","137",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07277715","SENATOBIA CREEK NR COMO, MS","Stream",NA,"08030204",20.44,"sq mi",NA,NA,34.550382,-89.8803665,NA,5,"seconds","Interpolated from MAP.","NAD83",100,"feet",10,"feet","Unknown.","NGVD29","US","28","107",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07277730","SENATOBIA CREEK NR SENATOBIA, MS","Stream",NA,"08030204",62.8,"sq mi",62.8,"sq mi",34.6166667,-89.9413889,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",233.8,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","137",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07278500","COLDWATER RIVER AT ARKABUTLA DAM, MS","Stream",NA,"08030204",1000,"sq mi",1000,"sq mi",34.7573224,-90.12426,NA,5,"seconds","Interpolated from MAP.","NAD83",191.18,"feet",10,"feet","Unknown.","NGVD29","US","28","033",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280000","TALLAHATCHIE RIVER NR LAMBERT, MS","Stream",NA,"08030202",1980,"sq mi",1980,"sq mi",34.1806676,-90.2153694,NA,5,"seconds","Interpolated from MAP.","NAD83",123.83,"feet",10,"feet","Unknown.","NGVD29","US","28","119",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280250","TILLATOBA CREEK SOUTHEAST OF OAKLAND, MISS.","Stream",NA,"08030202",NA,NA,NA,NA,34.0265012,-89.8650888,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","161",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280264","TILLATOBA CREEK NEAR TILLATOBA, MISS.","Stream",NA,"08030202",NA,NA,NA,NA,34.0178905,-89.9167557,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","161",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280270","TILLATOBA CREEK BL OAKLAND, MS","Stream",NA,"08030202",37.1,"sq mi",37.1,"sq mi",33.9945576,-89.9534225,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","135",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280275","DAVIS CREEK NEAR SCOBEY, MISS.","Stream",NA,"08030202",NA,NA,NA,NA,33.933447,-89.880088,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","161",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280280","DAVIS CREEK NEAR TILLATOBA, MISS.","Stream",NA,"08030202",NA,NA,NA,NA,33.9240028,-89.9200882,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","161",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280285","SOUTH FORK TILLATOBA CREEK SW OF TILLATOBA, MISS","Stream",NA,"08030202",NA,NA,NA,NA,33.9320583,-89.9445328,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","135",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280290","SIMMONS CREEK NEAR TILLATOBA, MISS.","Stream",NA,"08030202",NA,NA,NA,NA,33.975113,-89.8650884,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","161",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280295","SIMMONS CREEK AT TILLATOBA, MISS.","Stream",NA,"08030202",17.6,"sq mi",NA,NA,33.9681688,-89.9025886,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","161",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280330","SOUTH FORK TILLATOBA CREEK NEAR TILLATOBA, MISS.","Stream",NA,"08030202",NA,NA,NA,NA,33.9598358,-89.9600888,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","135",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280340","SOUTH FORK TILLATOBA CREEK NR CHARLESTON, MS","Stream",NA,"08030202",53.9,"sq mi",53.9,"sq mi",33.9784468,-89.9792558,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","135",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280365","TILLATOBA CREEK NR CHARLESTON, MISS.","Stream",NA,"08030202",NA,NA,NA,NA,33.9895578,-89.9939782,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","135",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280400","TILLATOBA CREEK AT CHARLESTON, MS","Stream",NA,"08030202",118,"sq mi",118,"sq mi",34,-90.065,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",151.02,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","135",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07281610","TALLAHATCHIE R AB PEMBERTON CUT NR GREENWOOD, MS","Stream",NA,"08030202",NA,NA,NA,NA,33.5328977,-90.2381395,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07281615","TALLAHATCHIE RIVER AT GREENWOOD, MS","Stream",NA,"08030202",NA,NA,NA,NA,33.5395643,-90.1936951,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07281618","TALLAHATCHIE R AB YALOBUSHA R AT GREENWOOD, MISS","Stream",NA,"08030202",NA,NA,NA,NA,33.5509531,-90.1820286,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-YZ482","OPOSSUM BAYOU","River/Stream","AT BRAZIL AT HWY 321","08030202",NA,NA,NA,NA,34.02466667,-90.28122222,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","28","135",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07283000","SKUNA RIVER AT BRUCE, MS","Stream",NA,"08030205",254,"sq mi",254,"sq mi",33.9736111,-89.3477778,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",228.45,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07285500","YALOBUSHA RIVER AT GRENADA, MS","Stream",NA,"08030205",1550,"sq mi",1550,"sq mi",33.7877778,-89.8097222,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",152.03,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","043",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07286400","YALOBUSHA R AB BIG SAND C NR GREENWOOD, MISS.","Stream",NA,"08030205",NA,NA,NA,NA,33.562064,-90.167862,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07286955","BIG SAND CREEK AT MOUTH NEAR GREENWOOD, MISS.","Stream",NA,"08030205",NA,NA,NA,NA,33.5612307,-90.1673064,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07286965","YALOBUSHA RIVER AT MOUTH NR GREENWOOD, MS","Stream",NA,"08030205",NA,NA,NA,NA,33.553453,-90.1809175,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21MSWQ_WQX","MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY","21MSWQ_WQX-YZ600","SKUNA RIVER CANAL","Canal Transport","NEAR SKUNA AT CR 245","08030205",NA,NA,NA,NA,33.95105556,-89.45719444,24000,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","28","013",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"TDECWPC","Tennessee Department of Environment and Conservation","TDECWPC-JONES001.2DY","JONES CREEK","River/Stream","HOGWALLOW ROAD","08030205",NA,NA,NA,NA,34.0481,-89.3217,NA,NA,NA,"GPS-Unspecified","OTHER",0,"ft",NA,NA,NA,"Unknown","US","28","013",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07286975","YAZOO R TR AB GRENADA JCT NR GREENWOOD, MISS.","Stream",NA,"08030206",NA,NA,NA,NA,33.5445643,-90.167584,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07286985","YAZOO RIVER BL GRENADA JUNCTION NR GREENWOOD, MS","Stream",NA,"08030206",NA,NA,NA,NA,33.5273424,-90.1731394,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287002","YAZOO RIVER AT US 49 BYPASS AT GREENWOOD, MS","Stream",NA,"08030206",NA,NA,NA,NA,33.5190091,-90.2034171,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287003","EFFLUENT DRAIN AT ELEC PLANT AT GREENWOOD, MISS.","Stream: Ditch",NA,"08030206",NA,NA,NA,NA,33.5198424,-90.2086949,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287005","YAZOO RIVER AB PEMBERTON CUT NR GREENWOOD, MS","Stream",NA,"08030206",NA,NA,NA,NA,33.5273422,-90.236195,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287010","YAZOO RIVER AT FORT LORING, MISS.","Stream",NA,"08030206",NA,NA,NA,NA,33.5034537,-90.2506393,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287020","YAZOO R AB WALKER LK PUMP PLANT NR GREENWOOD, MS","Stream",NA,"08030206",NA,NA,NA,NA,33.4851207,-90.2289725,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287030","YAZOO RIVER AB PELUCIA CREEK NR GREENWOOD, MISS.","Stream",NA,"08030206",NA,NA,NA,NA,33.4637322,-90.2225837,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287105","PELUCIA CREEK AT MOUTH NEAR RISING SUN, MISS.","Stream",NA,"08030206",NA,NA,NA,NA,33.4634544,-90.2211948,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287115","YAZOO RIVER AT ROEBUCK, MS","Stream",NA,"08030206",NA,NA,NA,NA,33.444288,-90.233417,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287120","YAZOO RIVER NR SHELL BLUFF, MS","Stream",NA,"08030206",7650,"sq mi",7650,"sq mi",33.3967885,-90.2720286,NA,5,"seconds","Interpolated from MAP.","NAD83",92.07,"feet",10,"feet","Unknown.","NGVD29","US","28","083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287141","ABIACA CREEK NR COILA, MS","Stream",NA,"08030206",5.64,"sq mi",5.64,"sq mi",33.3406799,-89.9361949,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287142","ABIACA CREEK NR BLACK HAWK, MS","Stream",NA,"08030206",10.7,"sq mi",10.7,"sq mi",33.3181801,-89.9667508,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287144","ABIACA CREEK AT BLACK HAWK, MS","Stream",NA,"08030206",25.8,"sq mi",25.8,"sq mi",33.3181799,-90.0109176,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287147","COILA CREEK AT SEVEN PINES, MS","Stream",NA,"08030206",39.8,"sq mi",39.8,"sq mi",33.369012,-90.0889729,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287150","ABIACA CREEK NR SEVEN PINES, MS","Stream",NA,"08030206",95.2,"sq mi",95.2,"sq mi",33.34,-90.1513889,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",134.28,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287160","ABIACA CREEK AT CRUGER, MS","Stream",NA,"08030206",95.7,"sq mi",95.7,"sq mi",33.3416667,-90.2372222,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",116.52,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","051",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287330","FANNEGUSHA CREEK NR ITUMA, MS","Stream",NA,"08030206",39.76,"sq mi",NA,NA,33.2265146,-90.0417514,NA,5,"seconds","Interpolated from MAP.","NAD83",100,"feet",10,"feet","Unknown.","NGVD29","US","28","051",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287355","FANNEGUSHA CREEK NR HOWARD, MS","Stream",NA,"08030206",107,"sq mi",107,"sq mi",33.1380556,-90.1961111,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",123.79,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","051",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287375","BLACK CREEK AT BOWLING GREEN, MS","Stream",NA,"08030206",28.16,"sq mi",NA,NA,33.1604051,-89.956751,NA,5,"seconds","Interpolated from MAP.","NAD83",100,"feet",10,"feet","Unknown.","NGVD29","US","28","051",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287400","BLACK CREEK AT LEXINGTON, MS","Stream",NA,"08030206",88.1,"sq mi",88.1,"sq mi",33.1052778,-90.0533333,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",171.14,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","051",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287404","HARLAND CREEK NR HOWARD, MS","Stream",NA,"08030206",62.1,"sq mi",62.1,"sq mi",33.1017942,-90.1734194,NA,5,"seconds","Interpolated from MAP.","NAD83",133,"feet",10,"feet","Unknown.","NGVD29","US","28","051",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287405","BLACK CREEK AT HOWARD, MS","Stream",NA,"08030206",178,"sq mi",178,"sq mi",33.1195715,-90.191197,24000,5,"seconds","Interpolated from MAP.","NAD83",124.52,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","051",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287500","YAZOO RIVER AT YAZOO CITY, MS","Stream",NA,"08030206",8900,"sq mi",8900,"sq mi",32.9280556,-90.4127778,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",67.7,"feet",10,"feet","Unknown.","NGVD29","US","28","163",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
