"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"USGS-MS","USGS Mississippi Water Science Center","USGS-345352090044301","F0081  DESOTO","Well",NA,"08030204",NA,NA,NA,NA,34.9006167,-90.0792111,NA,0.1,"seconds","Differentially corrected Global Positioning System.","NAD83",325,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"033","Mississippi embayment aquifer system","Meridian-Upper Wilcox Aquifer",NA,19640414,424,"ft",424,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07280000","TALLAHATCHIE RIVER NR LAMBERT, MS","Stream",NA,"08030202",1980,"sq mi",1980,"sq mi",34.1806676,-90.2153694,NA,5,"seconds","Interpolated from MAP.","NAD83",123.83,"feet",10,"feet","Unknown.","NGVD29","US",28,"119",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07281610","TALLAHATCHIE R AB PEMBERTON CUT NR GREENWOOD, MS","Stream",NA,"08030202",NA,NA,NA,NA,33.5328977,-90.2381395,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07281615","TALLAHATCHIE RIVER AT GREENWOOD, MS","Stream",NA,"08030202",NA,NA,NA,NA,33.5395643,-90.1936951,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07281618","TALLAHATCHIE R AB YALOBUSHA R AT GREENWOOD, MISS","Stream",NA,"08030202",NA,NA,NA,NA,33.5509531,-90.1820286,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-334457090181801","B0009  LEFLORE","Well",NA,"08030202",NA,NA,NA,NA,33.7480556,-90.3022222,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",140,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"083","Mississippi embayment aquifer system","Sparta Sand",NA,19600101,325,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-340031090030201","F0045  TALLAHATCHIE","Well",NA,"08030202",NA,NA,NA,NA,34.0079972,-90.0503444,NA,0.1,"seconds","Differentially corrected Global Positioning System.","NAD83",205,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"135","Mississippi embayment aquifer system","Meridian-Upper Wilcox Aquifer",NA,19800208,529,"ft",533,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-340159089552801","E0063  YALOBUSHA","Well",NA,"08030202",NA,NA,NA,NA,34.0330556,-89.9244444,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",319,"feet",1,"feet","Global Positioning System.","NAVD88","US",28,"161","Mississippi embayment aquifer system","Sparta Sand",NA,NA,74,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342520090071501","K0001  PANOLA","Well",NA,"08030202",NA,NA,NA,NA,34.3941667,-90.0977778,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",185,"feet",50,"feet","Interpolated from topographic map.","NGVD29","US",28,"107","Mississippi embayment aquifer system","Sparta Sand",NA,19630101,208,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07286400","YALOBUSHA R AB BIG SAND C NR GREENWOOD, MISS.","Stream",NA,"08030205",NA,NA,NA,NA,33.562064,-90.167862,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07286955","BIG SAND CREEK AT MOUTH NEAR GREENWOOD, MISS.","Stream",NA,"08030205",NA,NA,NA,NA,33.5612307,-90.1673064,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07286965","YALOBUSHA RIVER AT MOUTH NR GREENWOOD, MS","Stream",NA,"08030205",NA,NA,NA,NA,33.553453,-90.1809175,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-333334090074001","H0151  LEFLORE","Well",NA,"08030205",NA,NA,NA,NA,33.5597222,-90.1280556,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",195,"feet",5,"feet","Global Positioning System.","NAVD88","US",28,"137","Mississippi embayment aquifer system","Sparta Sand",NA,20030101,235,"ft",235,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-333458090060801","H0120  LEFLORE","Well",NA,"08030205",NA,NA,NA,NA,33.5828971,-90.1023066,NA,5,"seconds","Interpolated from MAP.","NAD83",130,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"083","Mississippi embayment aquifer system","Sparta Sand",NA,19961105,578,"ft",580,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-334607089473801","H0088  GRENADA","Well",NA,"08030205",NA,NA,NA,NA,33.7790556,-89.8000694,NA,0.1,"seconds","Differentially corrected Global Positioning System.","NAD83",197,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"043","Mississippi embayment aquifer system","Meridian-Upper Wilcox Aquifer",NA,19720101,175,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-335930089113701","E0010  CALHOUN","Well",NA,"08030205",NA,NA,NA,NA,33.9926833,-89.1931583,NA,0.1,"seconds","Differentially corrected Global Positioning System.","NAD83",500,"feet",50,"feet","Interpolated from topographic map.","NGVD29","US",28,"013","Southeastern Coastal Plain aquifer system","Gordo Formation",NA,19680101,1960,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-341359089062201","F0055  PONTOTOC","Well",NA,"08030205",NA,NA,NA,NA,34.2310333,-89.1017111,NA,0.1,"seconds","Differentially corrected Global Positioning System.","NAD83",487,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",28,"115","Southeastern Coastal Plain aquifer system","Mc Shan Formation",NA,19740101,1383,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07286975","YAZOO R TR AB GRENADA JCT NR GREENWOOD, MISS.","Stream",NA,"08030206",NA,NA,NA,NA,33.5445643,-90.167584,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07286985","YAZOO RIVER BL GRENADA JUNCTION NR GREENWOOD, MS","Stream",NA,"08030206",NA,NA,NA,NA,33.5273424,-90.1731394,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287002","YAZOO RIVER AT US 49 BYPASS AT GREENWOOD, MS","Stream",NA,"08030206",NA,NA,NA,NA,33.5190091,-90.2034171,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287003","EFFLUENT DRAIN AT ELEC PLANT AT GREENWOOD, MISS.","Stream: Ditch",NA,"08030206",NA,NA,NA,NA,33.5198424,-90.2086949,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287005","YAZOO RIVER AB PEMBERTON CUT NR GREENWOOD, MS","Stream",NA,"08030206",NA,NA,NA,NA,33.5273422,-90.236195,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287010","YAZOO RIVER AT FORT LORING, MISS.","Stream",NA,"08030206",NA,NA,NA,NA,33.5034537,-90.2506393,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287020","YAZOO R AB WALKER LK PUMP PLANT NR GREENWOOD, MS","Stream",NA,"08030206",NA,NA,NA,NA,33.4851207,-90.2289725,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287030","YAZOO RIVER AB PELUCIA CREEK NR GREENWOOD, MISS.","Stream",NA,"08030206",NA,NA,NA,NA,33.4637322,-90.2225837,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287105","PELUCIA CREEK AT MOUTH NEAR RISING SUN, MISS.","Stream",NA,"08030206",NA,NA,NA,NA,33.4634544,-90.2211948,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287115","YAZOO RIVER AT ROEBUCK, MS","Stream",NA,"08030206",NA,NA,NA,NA,33.444288,-90.233417,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",28,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07287500","YAZOO RIVER AT YAZOO CITY, MS","Stream",NA,"08030206",8900,"sq mi",8900,"sq mi",32.9280556,-90.4127778,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",67.7,"feet",10,"feet","Unknown.","NGVD29","US",28,"163",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-324959090255901","L0026  YAZOO","Well",NA,"08030206",NA,NA,NA,NA,32.8355111,-90.4344833,NA,0.1,"seconds","Differentially corrected Global Positioning System.","NAD83",76,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",28,"163","Mississippi embayment aquifer system","Sparta Sand",NA,19740101,990,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-332725090024001","D0027  CARROLL","Well",NA,"08030206",NA,NA,NA,NA,33.4570663,-90.044528,NA,1,"minutes","Interpolated from MAP.","NAD83",341,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"015","Mississippi embayment aquifer system","Sparta Sand",NA,19680101,152,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-333136090124801","L0062  LEFLORE","Well",NA,"08030206",NA,NA,NA,NA,33.5253278,-90.212825,NA,0.1,"seconds","Differentially corrected Global Positioning System.","NAD83",130,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"083","Mississippi embayment aquifer system","Meridian-Upper Wilcox Aquifer",NA,19540101,780,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288680","BIG SUNFLOWER RIVER AT LITTLE CALLAO LANDING, MS","Stream",NA,"08030207",2290,"sq mi",NA,NA,33.1840118,-90.6862058,NA,5,"seconds","Interpolated from MAP.","NAD83",66.02,"feet",10,"feet","Unknown.","NGVD29","US",28,"151",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-324806090553601","G0028  SHARKEY","Well",NA,"08030207",NA,NA,NA,NA,32.8049639,-90.9253722,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",105,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"125","Mississippi embayment aquifer system","Sparta Sand",NA,19760225,800,"ft",1152,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-334348090432401","M0208  BOLIVAR","Well",NA,"08030207",NA,NA,NA,NA,33.7295528,-90.7232667,NA,0.1,"seconds","Differentially corrected Global Positioning System.","NAD83",140,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"011","Mississippi embayment aquifer system","Sparta Sand",NA,19900426,744,"ft",828,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-334420090444001","M0050  BOLIVAR","Well",NA,"08030207",NA,NA,NA,NA,33.7382139,-90.7451694,NA,0.1,"seconds","Differentially corrected Global Positioning System.","NAD83",137,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"011","Mississippi embayment aquifer system","Sparta Sand",NA,19630101,785,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-335853090543701","C0140  BOLIVAR","Well",NA,"08030207",NA,NA,NA,NA,33.9814971,-90.9103833,NA,5,"seconds","Interpolated from MAP.","NAD83",153,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"011","Mississippi embayment aquifer system","Sparta Sand",NA,20000204,814,"ft",907,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-341108090432001","H0036  COAHOMA","Well",NA,"08030207",NA,NA,NA,NA,34.1838889,-90.7233333,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",164,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",28,"027","Mississippi embayment aquifer system","Sparta Sand",NA,19791112,525,"ft",560,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07288800","YAZOO RIVER AT REDWOOD, MS","Stream",NA,"08030208",12603,"sq mi",12603,"sq mi",32.4873633,-90.8173251,NA,5,"seconds","Interpolated from MAP.","NAD83",40.17,"feet",10,"feet","Unknown.","NGVD29","US",28,"149",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07289000","MISSISSIPPI RIVER AT VICKSBURG, MS","Stream",NA,"08030100",1144500,"sq mi",1140500,"sq mi",32.315,-90.9058333,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",46.22,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",28,"149",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
