"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07270200","MILLS CREEK NEAR CORNERSVILLE, MS.","Stream",NA,"08030201",20.24,"sq mi",NA,NA,34.5251017,-89.2503508,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","093",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07270500","BAGLEY CREEK NEAR ABBEVILLE, MISS.","Stream",NA,"08030201",9.96,"sq mi",NA,NA,34.505103,-89.4148006,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","071",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07270520","BIG SPRING CREEK NEAR HOLLY SPRINGS, MISS.","Stream",NA,"08030201",3.59,"sq mi",NA,NA,34.7109312,-89.3939659,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","093",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07270600","LITTLE SPRING C AT MALONE, MISS.","Stream",NA,"08030201",NA,NA,NA,NA,34.5756571,-89.47508,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","093",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07270800","HURRICANE CREEK NEAR OXFORD, MISS.","Stream",NA,"08030201",NA,NA,NA,NA,34.4462158,-89.5117481,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","071",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07271000","CLEAR CREEK NR OXFORD, MS","Stream",NA,"08030201",10.3,"sq mi",10.3,"sq mi",34.3556623,-89.6584187,NA,"5","seconds","Interpolated from MAP.","NAD83",275.47,"feet",10,"feet","Unknown.","NGVD29","US","28","071",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-07273100","HOTOPHA CREEK NR BATESVILLE, MS","Stream",NA,"08030201",35.1,"sq mi",35.1,"sq mi",34.3638889,-89.8786111,24000,"0.5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",195.45,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US","28","107",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-341739089564901","R0059  PANOLA","Well",NA,"08030201",NA,NA,NA,NA,34.2954806,-89.9463333,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",292,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US","28","107","Mississippi embayment aquifer system","Wilcox Aquifer, Lower",NA,19730814,1130,"ft",1150,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-341819089575801","R0018  PANOLA","Well",NA,"08030201",NA,NA,NA,NA,34.3053873,-89.9662014,NA,"10","seconds","Interpolated from MAP.","NAD83",220,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US","28","107","Mississippi embayment aquifer system","Meridian-Upper Wilcox Aquifer",NA,19630101,414,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-341828089102601","A0046  PONTOTOC","Well",NA,"08030201",NA,NA,NA,NA,34.3085389,-89.1731917,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",420,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US","28","115","Southeastern Coastal Plain aquifer system","Ripley Formation",NA,19750326,440,"ft",840,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-341853089564601","R0002  PANOLA","Well",NA,"08030201",NA,NA,NA,NA,34.3175389,-89.9503639,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",220,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US","28","107","Mississippi embayment aquifer system","Wilcox Aquifer, Lower",NA,19540101,1034,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-341912089565901","R0006  PANOLA","Well",NA,"08030201",NA,NA,NA,NA,34.3201091,-89.9498123,NA,"10","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","107","Mississippi embayment aquifer system","Sparta Sand",NA,NA,89,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-341915089561101","R0090  PANOLA","Well",NA,"08030201",NA,NA,NA,NA,34.3194722,-89.9369889,24000,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",261,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US","28","107","Mississippi embayment aquifer system","Cenozoic Erathem","Confined single aquifer",19900214,1079,"ft",1200,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-341933088570201","C0080  PONTOTOC","Well",NA,"08030201",NA,NA,NA,NA,34.3253944,-88.9489722,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",550,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US","28","115","Southeastern Coastal Plain aquifer system","Eutaw Formation",NA,19720101,1140,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342009089561501","R0001  PANOLA","Well",NA,"08030201",NA,NA,NA,NA,34.3359421,-89.9375899,NA,"5","seconds","Interpolated from MAP.","NAD83",220,"feet",10,"feet","Unknown.","NGVD29","US","28","107","Mississippi embayment aquifer system","Wilcox Aquifer, Lower",NA,19590623,955,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342050089384901","E0116  LAFAYETTE","Well",NA,"08030201",NA,NA,NA,NA,34.3472222,-89.6469444,NA,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",310,"feet",10,"feet","Global Positioning System.","NGVD29","US","28","071","Mississippi embayment aquifer system","Tallahatta Formation","Unconfined single aquifer",20100929,22,"ft",23,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342111089124401","A0048  PONTOTOC","Well",NA,"08030201",NA,NA,NA,NA,34.3576389,-89.2206889,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",470,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US","28","115","Southeastern Coastal Plain aquifer system","Ripley Formation",NA,19800128,625,"ft",658,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342115089011501","C0059  PONTOTOC","Well",NA,"08030201",NA,NA,NA,NA,34.3554444,-89.0212917,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",400,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","115","Southeastern Coastal Plain aquifer system","Eutaw Formation",NA,19660101,1172,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342204089323001","F0085  LAFAYETTE","Well",NA,"08030201",NA,NA,NA,NA,34.3701062,-89.5375822,NA,"5","seconds","Interpolated from MAP.","NAD83",548,"feet",10,"feet","Unknown.","NGVD29","US","28","071","Mississippi embayment aquifer system","Meridian-Upper Wilcox Aquifer",NA,19630101,236,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342305089550301","M0004  PANOLA","Well",NA,"08030201",NA,NA,NA,NA,34.3939861,-89.9348694,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",325,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US","28","107","Mississippi embayment aquifer system","Wilcox Aquifer, Lower",NA,19680911,1120,"ft",1215,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342434089012301","M0031  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.410225,-89.0184278,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",410,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Gordo Formation",NA,19730101,1180,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342528089543901","G0010  PANOLA","Well",NA,"08030201",NA,NA,NA,NA,34.4232694,-89.912075,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",365,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US","28","107","Mississippi embayment aquifer system","Wilcox Aquifer, Lower",NA,19670424,1144,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342557089344201","A0001  LAFAYETTE","Well",NA,"08030201",NA,NA,NA,NA,34.5201139,-89.6859722,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",420,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","071","Mississippi embayment aquifer system","Meridian-Upper Wilcox Aquifer",NA,19690101,366,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342612089210501","D0004  LAFAYETTE","Well",NA,"08030201",NA,NA,NA,NA,34.4367708,-89.351465,NA,"5","seconds","Interpolated from MAP.","NAD83",410,"feet",10,"feet","Unknown.","NGVD29","US","28","071","Mississippi embayment aquifer system","Wilcox Aquifer, Lower",NA,19640101,345,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342648088564801","H0040  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.4448861,-88.9465472,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",545,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Eutaw Formation",NA,19700101,1177,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342730089300001","B0002  LAFAYETTE","Well",NA,"08030201",NA,NA,NA,NA,34.4567611,-89.5023889,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",520,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","071","Mississippi embayment aquifer system","Meridian-Upper Wilcox Aquifer",NA,19670101,411,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342802089493201","H0001  PANOLA","Well",NA,"08030201",NA,NA,NA,NA,34.4670722,-89.8237417,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",425,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","107","Mississippi embayment aquifer system","Tallahatta Formation",NA,19680101,340,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342903088583801","Well H0037  Union County MS","Well",NA,"08030201",NA,NA,NA,NA,34.4860083,-88.9407417,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",545,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Eutaw Formation",NA,NA,1070,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342921089341201","A0029  LAFAYETTE","Well",NA,"08030201",NA,NA,NA,NA,34.4900278,-89.5695306,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",350,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US","28","071","Mississippi embayment aquifer system","Meridian-Upper Wilcox Aquifer",NA,19770515,337,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342926088562101","H0029  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.4906569,-88.9392285,NA,"10","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","28","145","Southeastern Coastal Plain aquifer system","Coffee Sand",NA,19680101,900,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-342935089002101","H0008  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.4931572,-89.0058972,NA,"5","seconds","Interpolated from MAP.","NAD83",360,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Eutaw Formation",NA,19360101,1030,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343000089032901","G0024  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.5001017,-89.0581214,NA,"1","minutes","Interpolated from MAP.","NAD83",380,"feet",10,"feet","Unknown.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Ripley Formation",NA,19700101,310,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343003089020001","H0030  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.5009349,-89.0333983,NA,"5","seconds","Interpolated from MAP.","NAD83",380,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Eutaw Formation",NA,19660101,1095,"ft",1200,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343053089024201","B0004  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.5148235,-89.0450654,NA,"5","seconds","Interpolated from MAP.","NAD83",364,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Ripley Formation",NA,19560101,670,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343202088591301","C0009  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.5339896,-88.9870078,NA,"10","seconds","Interpolated from MAP.","NAD83",360,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Coffee Sand",NA,19580101,612,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343217089005601","C0001  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.5381562,-89.0156199,NA,"5","seconds","Interpolated from MAP.","NAD83",410,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Coker Formation",NA,19560101,864,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343320088585501","C0015  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.5559833,-88.9816889,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",460,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Eutaw Formation",NA,19690401,856,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343330089065501","B0017  UNION","Well",NA,"08030201",NA,NA,NA,NA,34.5584338,-89.1153458,NA,"5","seconds","Interpolated from MAP.","NAD83",420,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","145","Southeastern Coastal Plain aquifer system","Ripley Formation",NA,19690101,431,"ft",NA,NA,"NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343349089180601","Y0035  MARSHALL","Well",NA,"08030201",NA,NA,NA,NA,34.5638333,-89.3014167,NA,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",324,"feet",5,"feet","Global Positioning System.","NAVD88","US","28","093","Mississippi embayment aquifer system","Wilcox Aquifer, Upper","Unconfined single aquifer",20100924,33,"ft",33,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343704089111201","O0034  BENTON","Well",NA,"08030201",NA,NA,NA,NA,34.6174139,-89.187025,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",405,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US","28","009","Southeastern Coastal Plain aquifer system","Ripley Formation",NA,19750910,560,"ft",600,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343706089111601","O0041  BENTON","Well",NA,"08030201",NA,NA,NA,NA,34.6181056,-89.1871528,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",420,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US","28","009","Southeastern Coastal Plain aquifer system","Ripley Formation",NA,19950821,552,"ft",588,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-343957089274901","S0036  MARSHALL","Well",NA,"08030201",NA,NA,NA,NA,34.6659326,-89.4636903,NA,"5","seconds","Interpolated from MAP.","NAD83",410,"feet",10,"feet","Unknown.","NGVD29","US","28","093","Southeastern Coastal Plain aquifer system","Ripley Formation",NA,19741104,1060,"ft",1300,"ft","NWIS"
"USGS-MS","USGS Mississippi Water Science Center","USGS-344016089014401","N0012  TIPPAH","Well",NA,"08030201",NA,NA,NA,NA,34.67345,-89.0279,NA,"0.1","seconds","Differentially corrected Global Positioning System.","NAD83",460,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","28","139","Southeastern Coastal Plain aquifer system","Coffee Sand",NA,19610101,880,"ft",NA,NA,"NWIS"
