#
# National Water Information System
# 2019/03/30
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	group	parm_nm	epa_equivalence	result_statistical_basis	result_time_basis	result_weight_basis	result_particle_size_basis	result_sample_fraction	result_temperature_basis	CASRN	SRSName	parm_unit
01207	Inorganics, Major, Non-metals	Fluoride, total, dry atmospheric deposition, milligrams per kilogram	Not checked					Total		16984-48-8	Fluoride	mg/kg
01394	Inorganics, Major, Non-metals	Carbon (inorganic plus organic), bed sediment, total, dry weight, percent	USGS use and no use by EPA			Dry		Bed Sediment		7440-44-0	Total Carbon	%
01398	Inorganics, Major, Non-metals	Sulfur, bed sediment, total digestion, dry weight, percent	USGS use and no use by EPA			Dry		Bed Sediment		7704-34-9	Sulfur	%
01426	Inorganics, Major, Non-metals	Sulfur, soil, total digestion, dry weight, percent	USGS use and no use by EPA			Dry		Total		7704-34-9	Sulfur	%
01463	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], biota, tissue, total, dry weight, percent	Not checked			Dry				7440-44-0	Total Carbon	%
01466	Inorganics, Major, Non-metals	Sulfur, biota, tissue, total digestion, dry weight, percent	Not checked			Dry				7704-34-9	Sulfur	%
03941	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], bed sediment smaller than 62.5 microns, wet sieved, laboratory, total, dry weight, percent	Not checked			Dry	< 0.0625	Bed Sediment		7440-44-0	Total Carbon	%
03945	Inorganics, Major, Non-metals	Sulfur, bed sediment smaller than 62.5 microns, wet sieved, laboratory, total digestion, dry weight, percent	Not checked			Dry	< 0.0625	Bed Sediment		7704-34-9	Sulfur	%
04066	Inorganics, Major, Non-metals	Inorganic carbon, bed sediment smaller than 62.5 microns, wet sieved (native water), total, dry weight, milligrams per kilogram	Not checked			Dry	< 62.5 microns	Bed Sediment		 	Inorganic carbon	mg/kg
04067	Inorganics, Major, Non-metals	Inorganic carbon, bed sediment smaller than 177 microns, wet sieved (native water), total, dry weight, milligrams per kilogram	Not checked			Dry	< 177 microns	Bed Sediment		 	Inorganic carbon	mg/kg
04068	Inorganics, Major, Non-metals	Inorganic carbon, bed sediment smaller than 62.5 microns, dry sieved, total, dry weight, milligrams per kilogram	Not checked			Dry	< 62.5 microns	Bed Sediment		 	Inorganic carbon	mg/kg
04069	Inorganics, Major, Non-metals	Inorganic carbon, suspended sediment smaller than 62.5 microns, wet sieved (native water), total, dry weight, milligrams per kilogram	Not checked			Dry	< 62.5 microns	Suspended		 	Inorganic carbon	mg/kg
04070	Inorganics, Major, Non-metals	Inorganic carbon, suspended sediment larger than 62.5 microns, wet sieved (native water), total, dry weight, milligrams per kilogram	Not checked			Dry	> 62.5 microns	Suspended		 	Inorganic carbon	mg/kg
04076	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], bed sediment smaller than 62.5 microns, wet sieved (native water), total, dry weight, milligrams per kilogram	Not checked			Dry	< 62.5 microns	Bed Sediment		7440-44-0	Total Carbon	mg/kg
04077	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], bed sediment smaller than 177 microns, wet sieved (native water), total, dry weight, milligrams per kilogram	Not checked			Dry	< 177 microns	Bed Sediment		7440-44-0	Total Carbon	mg/kg
04078	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], bed sediment smaller than 62.5 microns, dry sieved, total, dry weight, milligrams per kilogram	Not checked			Dry	< 62.5 microns	Bed Sediment		7440-44-0	Total Carbon	mg/kg
04079	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], suspended sediment smaller than 62.5 microns, wet sieved (native water), total, dry weight, milligrams per kilogram	Not checked			Dry	< 62.5 microns	Suspended		7440-44-0	Total Carbon	mg/kg
04080	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], suspended sediment larger than 62.5 microns, wet sieved (native water), total, dry weight, milligrams per kilogram	Not checked			Dry	> 62.5 microns	Suspended		7440-44-0	Total Carbon	mg/kg
29797	Inorganics, Major, Non-metals	Bicarbonate, water, unfiltered, Gran titration, field, milligrams per liter	USGS use and no use by EPA					Total		71-52-3	Bicarbonate	mg/l
29798	Inorganics, Major, Non-metals	Carbonate, water, unfiltered, Gran titration, field, milligrams per liter	USGS use and no use by EPA					Total		3812-32-6	Carbonate (CO3)	mg/l
29799	Inorganics, Major, Non-metals	Hydroxide, water, unfiltered, Gran titration, field, milligrams per liter	USGS use and no use by EPA					Total		14280-30-9	Hydroxide	mg/l
29800	Inorganics, Major, Non-metals	Hydroxide, water, filtered, Gran titration, field, milligrams per liter	USGS use and no use by EPA					Dissolved		14280-30-9	Hydroxide	mg/l
29801	Inorganics, Major, Non-metals	Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate	Agree					Dissolved		 	Alkalinity	mg/l CaCO3
29802	Inorganics, Major, Non-metals	Alkalinity, water, filtered, Gran titration, field, milligrams per liter as calcium carbonate	Agree					Dissolved		 	Alkalinity	mg/l CaCO3
29803	Inorganics, Major, Non-metals	Alkalinity, water, filtered, Gran titration, laboratory, milligrams per liter as calcium carbonate	Agree					Dissolved		 	Alkalinity	mg/l CaCO3
29804	Inorganics, Major, Non-metals	Bicarbonate, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter	Agree					Dissolved		71-52-3	Bicarbonate	mg/l
29805	Inorganics, Major, Non-metals	Bicarbonate, water, filtered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter	Agree					Dissolved		71-52-3	Bicarbonate	mg/l
29806	Inorganics, Major, Non-metals	Bicarbonate, water, filtered, inflection-point titration method (incremental titration method), laboratory, milligrams per liter	Agree					Dissolved		71-52-3	Bicarbonate	mg/l
29807	Inorganics, Major, Non-metals	Carbonate, water, filtered, fixed endpoint (pH 8.3) titration, field, milligrams per liter	Not agree					Dissolved		3812-32-6	Carbonate (CO3)	mg/l
29808	Inorganics, Major, Non-metals	Carbonate, water, filtered, fixed endpoint (pH 8.3) titration, laboratory, milligrams per liter	Not agree					Dissolved		3812-32-6	Carbonate (CO3)	mg/l
29809	Inorganics, Major, Non-metals	Carbonate, water, filtered, inflection-point titration method (incremental titration method), laboratory, milligrams per liter	Not agree					Dissolved		3812-32-6	Carbonate (CO3)	mg/l
29810	Inorganics, Major, Non-metals	Hydroxide, water, filtered, fixed endpoint (pH 10.4) titration, field, milligrams per liter	Agree					Dissolved		14280-30-9	Hydroxide	mg/l
29811	Inorganics, Major, Non-metals	Hydroxide, water, filtered, fixed endpoint (pH 10.4) titration, laboratory, milligrams per liter	Agree					Dissolved		14280-30-9	Hydroxide	mg/l
29812	Inorganics, Major, Non-metals	Hydroxide, water, filtered, inflection-point titration method (incremental titration method), laboratory, milligrams per liter	Agree					Dissolved		14280-30-9	Hydroxide	mg/l
29813	Inorganics, Major, Non-metals	Acid neutralizing capacity, water, unfiltered, Gran titration, field, milligrams per liter as calcium carbonate	Agree					Total		 	Alkalinity	mg/l CaCO3
29849	Inorganics, Major, Non-metals	Silicon, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		7440-21-3	Silicon	mg/kg
30241	Inorganics, Major, Non-metals	Inorganic carbon, bed sediment, dry weight, percent	Agree			Dry		Bed Sediment		 	Inorganic carbon	%
30242	Inorganics, Major, Non-metals	Inorganic carbon, suspended sediment, total, dry weight, percent	Agree			Dry		Suspended		 	Inorganic carbon	%
30244	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], suspended sediment, total, dry weight, percent	Agree			Dry		Suspended		7440-44-0	Total Carbon	%
30307	Inorganics, Major, Non-metals	Sulfur, bed sediment, dry weight, percent	Agree			Dry		Bed Sediment		7704-34-9	Sulfur	%
30308	Inorganics, Major, Non-metals	Sulfur, suspended sediment, total digestion, dry weight, percent	Not checked			Dry		Suspended		7704-34-9	Sulfur	%
34970	Inorganics, Major, Non-metals	Sulfur, bed sediment smaller than 62.5 microns, wet sieved, field, total digestion, dry weight, percent	Not checked			Dry	< 62.5 microns	Bed Sediment		7704-34-9	Sulfur	%
34971	Inorganics, Major, Non-metals	Sulfur, bed sediment smaller than 177 microns, wet sieved, field, total digestion, dry weight, milligrams per kilogram	Not checked			Dry	< 177 microns	Bed Sediment		7704-34-9	Sulfur	mg/kg
34972	Inorganics, Major, Non-metals	Sulfur, bed sediment smaller than 62.5 microns, dry sieved, laboratory, total digestion, dry weight, percent	Not checked			Dry	< 62.5 microns	Bed Sediment		7704-34-9	Sulfur	%
34973	Inorganics, Major, Non-metals	Sulfur, suspended sediment smaller than 62.5 microns, total digestion, dry weight, milligrams per kilogram	Not checked			Dry	< 62.5 microns	Suspended		7704-34-9	Sulfur	mg/kg
34974	Inorganics, Major, Non-metals	Sulfur, suspended sediment larger than 62.5 microns, total digestion, dry weight, milligrams per kilogram	Not checked			Dry	> 62.5 microns	Suspended		7704-34-9	Sulfur	mg/kg
35041	Inorganics, Major, Non-metals	Sulfur, suspended sediment, total digestion, dry weight, milligrams per kilogram	Not checked			Dry		Suspended		7704-34-9	Sulfur	mg/kg
35054	Inorganics, Major, Non-metals	Carbon (inorganic plus organic), bed sediment smaller than 62.5 micrometers, dry sieved, laboratory, total, dry weight, percent	USGS use and no use by EPA			Dry	< 62.5 microns	Bed Sediment		7440-44-0	Total Carbon	%
39036	Inorganics, Major, Non-metals	Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate	Not checked					Dissolved		 	Alkalinity	mg/l CaCO3
39086	Inorganics, Major, Non-metals	Alkalinity, water, filtered, inflection-point titration method (incremental titration method), field, milligrams per liter as calcium carbonate	Agree					Dissolved		 	Alkalinity	mg/l CaCO3
39087	Inorganics, Major, Non-metals	Alkalinity, water, filtered, inflection-point titration method (incremental titration method), laboratory, milligrams per liter as calcium carbonate	Agree					Dissolved		 	Alkalinity	mg/l CaCO3
46005	Inorganics, Major, Non-metals	Acid neutralizing capacity, water, unfiltered, bromthymol blue endpoint (pH 6.0-7.6) titration, milliequivalents per liter	Not checked					Total		 	Alkalinity	meq/L
46247	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], soil, total, dry weight, percent	Agree			Dry		Total		7440-44-0	Total Carbon	%
49267	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], bed sediment smaller than 62.5 microns, wet sieved (native water), field, recoverable, dry weight, percent	Not agree			Dry	< 62.5 microns	Bed Sediment		7440-44-0	Total Carbon	%
49269	Inorganics, Major, Non-metals	Inorganic carbon, bed sediment smaller than 62.5 microns, wet sieved (native water), field, recoverable, dry weight, percent	Not agree			Dry	< 62.5 microns	Bed Sediment		 	Inorganic carbon	%
49270	Inorganics, Major, Non-metals	Inorganic carbon, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, grams per kilogram	Not agree			Dry	< 2 mm	Bed Sediment		 	Inorganic carbon	g/kg
49272	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, grams per kilogram	Not agree			Dry	< 2 mm	Bed Sediment		7440-44-0	Total Carbon	g/kg
50060	Inorganics, Major, Non-metals	Chlorine (total residual), water, unfiltered, milligrams per liter	Agree					Total Residual		7782-50-5	Chlorine	mg/l
50064	Inorganics, Major, Non-metals	Chlorine (free available), water, unfiltered, milligrams per liter	Agree					Free Available		7782-50-5	Chlorine	mg/l
50066	Inorganics, Major, Non-metals	Chlorine (combined available), water, unfiltered, milligrams per liter	Agree					Comb Available		7782-50-5	Chlorine	mg/l
51128	Inorganics, Major, Non-metals	Silicon, bed sediment, recoverable, dry weight, milligrams per kilogram	Not checked			Dry		Bed Sediment		7440-21-3	Silicon	mg/kg
51179	Inorganics, Major, Non-metals	Sulfur, soil, field, x-ray fluorescence screening method, parts per million	Not checked							7704-34-9	Sulfur	ppm
51189	Inorganics, Major, Non-metals	Hydrogen, water, dissolved, mole percent of dissolved gases	Not checked					Dissolved		1333-74-0	Hydrogen	%
51191	Inorganics, Major, Non-metals	Oxygen, water, dissolved, mole percent of dissolved gases	Not checked					Dissolved		7782-44-7	Oxygen	%
51192	Inorganics, Major, Non-metals	Carbon dioxide, water, dissolved, mole percent of dissolved gases	Not checked					Dissolved		124-38-9	Carbon dioxide	%
51194	Inorganics, Major, Non-metals	Carbon monoxide, water, dissolved, mole percent of dissolved gases	Not checked					Dissolved		630-08-0	Carbon monoxide	%
51364	Inorganics, Major, Non-metals	Inorganic carbon, bed sediment smaller than 150 um, dry sieved, lab, total digestion, dry weight, percent	Not checked			Dry	<150 um	Bed Sediment		 	Inorganic carbon	%
51366	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], bed sediment smaller than 150 um, dry sieved, lab, total digestion, dry weight, percent	Not checked			Dry	<150 um	Bed Sediment		7440-44-0	 	%
51393	Inorganics, Major, Non-metals	Sulfur, bed sediment smaller than 150 um, dry sieved, lab, total digestion, dry weight, percent	Not checked			Dry	<150 um	Bed Sediment		7704-34-9	 	%
52666	Inorganics, Major, Non-metals	Inorganic carbon in bed sediment, dry weight, milligrams per kilogram	Not checked			Dry		Bed Sediment		 	 	mg/kg
52682	Inorganics, Major, Non-metals	Sulfate, water, filtered, micromoles per liter	Not checked					Dissolved		14808-79-8	 	umol/L
52683	Inorganics, Major, Non-metals	Chloride, water, filtered, millimoles per liter	Not checked					Dissolved		16887-00-6	 	mmol/L
53029	Inorganics, Major, Non-metals	Sulfur, water, unfiltered, micrograms per liter	Not checked					Total		 	 	ug/l
53514	Inorganics, Major, Non-metals	Silicon, water, unfiltered, milligrams per liter	Not checked					Recoverable		7440-21-3	 	mg/l
53644	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], bed sediment smaller than 2 millimeters, wet sieved (native water), total, dry weight, per kilogram	Not checked			Dry	< 2 mm	Bed Sediment		7440-44-0	 	%
61034	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], bed sediment smaller than 2 millimeters, total, dry weight, percent	Agree			Dry	< 2 mm	Bed Sediment		7440-44-0	Total Carbon	%
61049	Inorganics, Major, Non-metals	Sulfur, bed sediment smaller than 2 millimeters, total digestion, dry weight, percent	Not checked			Dry	< 2 mm	Bed Sediment		7704-34-9	Sulfur	%
61713	Inorganics, Major, Non-metals	Inorganic carbon, bed sediment smaller than 2 millimeters, wet sieved (native water), total digestion, dry weight, percent	Agree			Dry	< 2 mm	Bed Sediment		 	Inorganic carbon	%
62460	Inorganics, Major, Non-metals	Silica, bed sediment, dry weight, milligrams per kilogram	USGS use and no use by EPA			Dry		Bed Sediment		7631-86-9	Silica	mg/kg
62462	Inorganics, Major, Non-metals	Inorganic carbon, bed sediment, dry weight, percent	USGS use and no use by EPA			Dry		Bed Sediment		 	Inorganic carbon	% by wt
62463	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], bed sediment, dry weight, percent	USGS use and no use by EPA			Dry		Bed Sediment		7440-44-0	Total Carbon	% by wt
62944	Inorganics, Major, Non-metals	Inorganic carbon, solids, dry weight, percent	USGS use and no use by EPA			Dry				 	Inorganic carbon	%
62946	Inorganics, Major, Non-metals	Carbon [inorganic plus organic], solids, dry weight, percent	USGS use and no use by EPA			Dry				7440-44-0	Total Carbon	%
62951	Inorganics, Major, Non-metals	Chloride, solids, dry weight, milligrams per kilogram	USGS use and no use by EPA			Dry				16887-00-6	Chloride	mg/kg
62952	Inorganics, Major, Non-metals	Sulfate, solids, dry weight, milligrams per kilogram	USGS use and no use by EPA			Dry				14808-79-8	Sulfate	mg/kg
62971	Inorganics, Major, Non-metals	Dissolved oxygen, water, unfiltered, lab, milligrams per liter	USGS use and no use by EPA					Dissolved		7782-44-7	Oxygen	mg/l
62981	Inorganics, Major, Non-metals	Silica, water, filtered (ultrafiltration, 10,000 Dalton molecular weight membrane), milligrams per liter	USGS use and no use by EPA					Dissolved		7631-86-9	Silica	mg/l
63039	Inorganics, Major, Non-metals	Carbon (total), solids, dry weight, milligrams per kilogram	USGS use and no use by EPA			Dry		Total		7440-44-0	Carbon	mg/kg
63153	Inorganics, Major, Non-metals	Sulfide, solids, dry weight, milligrams per kilogram	USGS use and no use by EPA			Dry				18496-25-8	Sulfide	mg/kg
63689	Inorganics, Major, Non-metals	Bromide, water, unfiltered, milligrams per liter	USGS use and no use by EPA					Total		24959-67-9	Bromide	mg/l
63713	Inorganics, Major, Non-metals	Bromide, solids, recoverable, dry weight, milligrams per kilogram	USGS use and no use by EPA			Dry		Recoverable		24959-67-9	Bromide	mg/kg
63714	Inorganics, Major, Non-metals	Fluoride, solids, recoverable, dry weight, milligrams per kilogram	USGS use and no use by EPA			Dry		Recoverable		16984-48-8	Fluoride	mg/kg
63719	Inorganics, Major, Non-metals	Sulfur, water, filtered, micrograms per liter	USGS use and no use by EPA					Dissolved		7704-34-9	Sulfur	ug/l
63786	Inorganics, Major, Non-metals	Bicarbonate, water, filtered, Gran titration, field, milligrams per liter	USGS use and no use by EPA					Dissolved		71-52-3	Bicarbonate	mg/l
63787	Inorganics, Major, Non-metals	Bicarbonate, water, filtered, Gran titration, lab, milligrams per liter	USGS use and no use by EPA					Dissolved		71-52-3	Bicarbonate	mg/l
63788	Inorganics, Major, Non-metals	Carbonate, water, filtered, Gran titration, field, milligrams per liter	USGS use and no use by EPA					Dissolved		3812-32-6	Carbonate (CO3)	mg/l
63789	Inorganics, Major, Non-metals	Carbonate, water, filtered, Gran titration, lab, milligrams per liter	USGS use and no use by EPA					Dissolved		3812-32-6	Carbonate (CO3)	mg/l
64185	Inorganics, Major, Non-metals	Hydrogen, water, unfiltered, nanomoles per liter	USGS use and no use by EPA					Total		1333-74-0	Hydrogen	nmol/L
65238	Inorganics, Major, Non-metals	Sulfur, bed sediment, total digestion, dry weight, milligrams per kilogram	USGS use and no use by EPA			Dry		Bed Sediment		7704-34-9	Sulfur	mg/kg
68799	Inorganics, Major, Non-metals	Sulfide, bed sediment, recoverable, wet weight, micrograms per kilogram	USGS use and no use by EPA			Wet		Bed Sediment		18496-25-8	 	ug/kg
68809	Inorganics, Major, Non-metals	Silica, water, filtered, micrograms per liter as SiO2	USGS use and no use by EPA					Dissolved		7631-86-9	 	ug/l
68928	Inorganics, Major, Non-metals	Exchangeable acidity, soil, extracted with 1.0 M potassium chloride, recoverable, dry weight, milliequivalents per 100 grams	USGS use and no use by EPA			Dry				 	 	meq/100 g
68930	Inorganics, Major, Non-metals	Exchangeable hydrogen ion, soil, extracted with 1.0 M potassium chloride, recoverable, dry weight, milliequivalents per 100 grams	USGS use and no use by EPA			Dry				 	 	meq/100 g
70290	Inorganics, Major, Non-metals	Chloride, water, dissolved, short tons per day	Agree					Dissolved		16887-00-6	Chloride	tons/day
70291	Inorganics, Major, Non-metals	Sulfate, water, dissolved, short tons per day	Agree					Dissolved		14808-79-8	Sulfate	tons/day
