#
# National Water Information System
# 2019/03/30
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	group	parm_nm	epa_equivalence	result_statistical_basis	result_time_basis	result_weight_basis	result_particle_size_basis	result_sample_fraction	result_temperature_basis	CASRN	SRSName	parm_unit
91094	Toxicity	Arsenic, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter	USGS use and no use by EPA							7440-38-2	Arsenic	ug/l
91095	Toxicity	Barium, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter	USGS use and no use by EPA							7440-39-3	Barium	ug/l
91096	Toxicity	Cadmium, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter	USGS use and no use by EPA							7440-43-9	Cadmium	ug/l
91097	Toxicity	Chromium, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter	USGS use and no use by EPA							7440-47-3	Chromium	ug/l
91098	Toxicity	Lead, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter	USGS use and no use by EPA							7439-92-1	Lead	ug/l
91099	Toxicity	Selenium, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter	USGS use and no use by EPA							7782-49-2	Selenium	ug/l
99452	Toxicity	pH, 100 percent effluent water sample on day 0 of 7-day exposure, unfiltered, standard units	Not checked		0 Day			Total		 	pH	std units
99453	Toxicity	pH, 100 percent effluent water sample on day 2 of 7-day exposure, unfiltered, standard units	Not checked		2 Day			Total		 	pH	std units
99454	Toxicity	pH, 100 percent effluent water sample on day 7 of 7-day exposure, unfiltered, standard units	Not checked		7 Day			Total		 	pH	std units
99455	Toxicity	Dissolved oxygen (DO), 100 percent effluent water sample on day 0 of 7-day exposure, unfiltered, milligrams per liter	Not checked		0 Day			Total		7782-44-7	 	mg/l
99456	Toxicity	Dissolved oxygen (DO), 100 percent effluent water sample on day 2 of 7-day exposure, unfiltered, milligrams per liter	Not checked		2 Day			Total		7782-44-7	 	mg/l
99457	Toxicity	Dissolved oxygen (DO), 100 percent effluent water sample on day 7 of 7-day exposure, unfiltered, milligrams per liter	Not checked		7 Day			Total		7782-44-7	 	mg/l
99458	Toxicity	Specific conductance (SC), 100 percent effluent water sample on day 0 of 7-day exposure, unfiltered, microsiemens per centimeter at 25 degrees Celsius	Not checked		0 Day			Total		 	 	uS/cm @25C
99459	Toxicity	Specific conductance (SC), 100 percent effluent water sample on day 2 of 7-day exposure, unfiltered, microsiemens per centimeter at 25 degrees Celsius	Not checked		2 Day			Total		 	 	uS/cm @25C
99460	Toxicity	Specific conductance (SC), 100 percent effluent water sample on day 7 of 7-day exposure, unfiltered, microsiemens per centimeter at 25 degrees Celsius	Not checked		7 Day			Total		 	 	uS/cm @25C
99461	Toxicity	Hardness, 100 percent effluent water sample on day 0 of 7-day exposure, unfiltered, milligrams per liter as calcium carbonate	Not checked		0 Day			Total		 	 	mg/l CaCO3
99462	Toxicity	Hardness, 100 percent effluent water sample on day 2 of 7-day exposure, unfiltered, milligrams per liter as calcium carbonate	Not checked		2 Day			Total		 	 	mg/l CaCO3
99463	Toxicity	Hardness, 100 percent effluent water sample on day 7 of 7-day exposure, unfiltered, milligrams per liter as calcium carbonate	Not checked		7 Day			Total		 	 	mg/l CaCO3
99464	Toxicity	Acid neutralizing capacity (ANC), 100 percent effluent water sample on day 0 of 7-day exposure, unfiltered, milligrams per liter as calcium carbonate	Not checked		0 Day			Total		 	 	mg/l CaCO3
99465	Toxicity	Acid neutralizing capacity (ANC), 100 percent effluent water sample on day 2 of 7-day exposure, unfiltered, milligrams per liter as calcium carbonate	Not checked		2 Day			Total		 	 	mg/l CaCO3
99466	Toxicity	Acid neutralizing capacity (ANC), 100 percent effluent water sample on day 7 of 7-day exposure, unfiltered, milligrams per liter as calcium carbonate	Not checked		7 Day			Total		 	 	mg/l CaCO3
99467	Toxicity	Ammonia (NH3 + NH4+), 100 percent effluent water sample on day 0 of 7-day exposure, unfiltered, milligrams per liter as nitrogen	Not checked		0 Day			Total		 	 	mg/l as N
99468	Toxicity	Ammonia (NH3 + NH4+), 100 percent effluent water sample on day 2 of 7-day exposure, unfiltered, milligrams per liter as nitrogen	Not checked		2 Day			Total		 	 	mg/l as N
99469	Toxicity	Ammonia (NH3 + NH4+), 100 percent effluent water sample on day 7 of 7-day exposure, unfiltered, milligrams per liter as nitrogen	Not checked		7 Day			Total		 	 	mg/l as N
99470	Toxicity	Ammonia (un-ionized), 100 percent effluent water sample on day 0 of 7-day exposure, unfiltered, milligrams per liter as nitrogen	Not checked		0 Day			Total		7664-41-7	 	mg/l as N
99471	Toxicity	Ammonia (un-ionized), 100 percent effluent water sample on day 2 of 7-day exposure, unfiltered, milligrams per liter as nitrogen	Not checked		2 Day			Total		7664-41-7	 	mg/l as N
99472	Toxicity	Ammonia (un-ionized), 100 percent effluent water sample on day 7 of 7-day exposure, unfiltered, milligrams per liter as nitrogen	Not checked		7 Day			Total		7664-41-7	 	mg/l as N
99473	Toxicity	Calcium, 100 percent effluent water sample on day 0 of 7-day exposure, filtered, milligrams per liter	Not checked		0 Day			Dissolved		7440-70-2	 	mg/l
99474	Toxicity	Calcium, 100 percent effluent water sample on day 2 of 7-day exposure, filtered, milligrams per liter	Not checked		2 Day			Dissolved		7440-70-2	 	mg/l
99475	Toxicity	Potassium, 100 percent effluent water sample on day 0 of 7-day exposure, filtered, milligrams per liter	Not checked		0 Day			Dissolved		7440-09-7	 	mg/l
99476	Toxicity	Potassium, 100 percent effluent water sample on day 2 of 7-day exposure, filtered, milligrams per liter	Not checked		2 Day			Dissolved		7440-09-7	 	mg/l
99477	Toxicity	Magnesium, 100 percent effluent water sample on day 0 of 7-day exposure, filtered, milligrams per liter	Not checked		0 Day			Dissolved		7439-95-4	 	mg/l
99478	Toxicity	Magnesium, 100 percent effluent water sample on day 2 of 7-day exposure, filtered, milligrams per liter	Not checked		2 Day			Dissolved		7439-95-4	 	mg/l
99479	Toxicity	Sodium, 100 percent effluent water sample on day 0 of 7-day exposure, filtered, milligrams per liter	Not checked		0 Day			Dissolved		7440-23-5	 	mg/l
99480	Toxicity	Sodium, 100 percent effluent water sample on day 2 of 7-day exposure, filtered, milligrams per liter	Not checked		2 Day			Dissolved		7440-23-5	 	mg/l
99481	Toxicity	Sulfate, 100 percent effluent water sample on day 0 of 7-day exposure, filtered, milligrams per liter	Not checked		0 Day			Dissolved		14808-79-8	 	mg/l
99482	Toxicity	Sulfate, 100 percent effluent water sample on day 2 of 7-day exposure, filtered, milligrams per liter	Not checked		2 Day			Dissolved		14808-79-8	 	mg/l
99483	Toxicity	Chloride, 100 percent effluent water sample on day 0 of 7-day exposure, filtered, milligrams per liter	Not checked		0 Day			Dissolved		16887-00-6	 	mg/l
99484	Toxicity	Chloride, 100 percent effluent water sample on day 2 of 7-day exposure, filtered, milligrams per liter	Not checked		2 Day			Dissolved		16887-00-6	 	mg/l
