#
# National Water Information System
# 2019/03/30
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	group	parm_nm	epa_equivalence	result_statistical_basis	result_time_basis	result_weight_basis	result_particle_size_basis	result_sample_fraction	result_temperature_basis	CASRN	SRSName	parm_unit
00670	Nutrient	Organic phosphorus, water, unfiltered, milligrams per liter as phosphorus	Agree					Total		 	Organic phosphorus	mg/l as P
00671	Nutrient	Orthophosphate, water, filtered, milligrams per liter as phosphorus	Agree					Dissolved		14265-44-2	Phosphate	mg/l as P
00672	Nutrient	Hydrolyzable phosphorus, water, filtered, milligrams per liter as phosphorus	Agree					Dissolved		 	 	mg/l as P
00673	Nutrient	Organic phosphorus, water, filtered, milligrams per liter as phosphorus	Agree					Dissolved		 	Organic phosphorus	mg/l as P
00674	Nutrient	Orthophosphate, suspended sediment, total, milligrams per liter as phosphorus	Agree					Suspended		14265-44-2	Phosphate	mg/l as P
00675	Nutrient	Hydrolyzable phosphorus, suspended sediment, total, milligrams per liter as phosphorus	Agree					Suspended		 	 	mg/l as P
00676	Nutrient	Organic phosphorus, suspended sediment, total, milligrams per liter as phosphorus	Agree					Suspended		 	Organic phosphorus	mg/l as P
00677	Nutrient	Hydrolyzable phosphorus plus orthophosphate, water, filtered, milligrams per liter as phosphorus	Agree					Dissolved		 	 	mg/l as P
00678	Nutrient	Hydrolyzable phosphorus plus orthophosphate, water, unfiltered, milligrams per liter as phosphorus	Agree					Total		 	 	mg/l as P
01072	Nutrient	Phosphorus, water, filtered, micrograms per liter as phosphorus	Agree					Dissolved		7723-14-0	 	ug/l
01388	Nutrient	Phosphorus, bed sediment, total digestion, dry weight, milligrams per kilogram as phosphorus	USGS use and no use by EPA			Dry		Bed Sediment		7723-14-0	Phosphorus	mg/kg
01397	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], bed sediment, total digestion, dry weight, percent	USGS use and no use by EPA			Dry		Bed Sediment		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	%
01413	Nutrient	Phosphorus, soil, total digestion, dry weight, milligrams per kilogram as phosphorus	USGS use and no use by EPA			Dry		Total		7723-14-0	Phosphorus	mg/kg
01425	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], soil, total digestion, milligrams per liter	USGS use and no use by EPA					Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	mg/l
01434	Nutrient	Phosphorus, bed sediment smaller than 2 millimeters, wet sieved (native water), total digestion, dry weight, milligrams per kilogram as phosphorus	USGS use and no use by EPA			Dry	< 2 mm	Bed Sediment		7723-14-0	Phosphorus	mg/kg
01453	Nutrient	Phosphorus, biota, tissue, total digestion, dry weight, percent	Not checked			Dry				7723-14-0	Phosphorus	%
01465	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], biota, tissue, total, milligrams per liter as nitrogen	Not checked			Dry				 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	mg/l
01470	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], suspended sediment, total, dry weight, percent	Not checked			Dry		Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	%
01471	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], soil, total, dry weight, percent	Not checked			Dry		Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	%
01472	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], biota, tissue, total, dry weight, percent	Not checked			Dry		Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	%
01473	Nutrient	Phosphorus, suspended sediment, total digestion, dry weight, milligrams per kilogram as phosphorus	Not checked			Dry		Suspended		7723-14-0	Phosphorus	mg/kg
03946	Nutrient	Phosphorus, bed sediment smaller than 62.5 microns, wet sieved, laboratory, total digestion, dry weight, milligrams per kilogram as phosphorus	Not checked			Dry	< 0.0625	Bed Sediment		7723-14-0	Phosphorus	mg/kg
03953	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], bed sediment smaller than 62.5 microns, wet sieved, laboratory, total digestion, dry weight, percent	Not checked			Dry	< 0.0625	Bed Sediment		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	%
30291	Nutrient	Phosphorus, bed sediment, dry weight, percent	Agree			Dry		Bed Sediment		7723-14-0	Phosphorus	%
30292	Nutrient	Phosphorus, suspended sediment, total digestion, dry weight, percent	Not checked			Dry		Suspended		7723-14-0	Phosphorus	%
34935	Nutrient	Phosphorus, bed sediment smaller than 62.5 microns, wet sieved, field, total digestion, dry weight, percent	Not checked			Dry	< 62.5 microns	Bed Sediment		7723-14-0	Phosphorus	%
34936	Nutrient	Phosphorus, bed sediment smaller than 177 microns, wet sieved, field, total digestion, dry weight, percent	Not checked			Dry	< 177 microns	Bed Sediment		7723-14-0	Phosphorus	%
34937	Nutrient	Phosphorus, bed sediment smaller than 62.5 microns, dry sieved, laboratory, total digestion, dry weight, percent	Not checked			Dry	< 62.5 microns	Bed Sediment		7723-14-0	Phosphorus	%
34938	Nutrient	Phosphorus, suspended sediment smaller than 62.5 microns, total digestion, dry weight, percent	Not checked			Dry	< 62.5 microns	Suspended		7723-14-0	Phosphorus	%
34939	Nutrient	Phosphorus, suspended sediment larger than 62.5 microns, total digestion, dry weight, percent	Not checked			Dry	> 62.5 microns	Suspended		7723-14-0	Phosphorus	%
35052	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], bed sediment smaller than 62.5 micrometers, dry sieved, laboratory, total, dry weight, percent	USGS use and no use by EPA			Dry	< 62.5 microns	Bed Sediment		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	%
35055	Nutrient	Phosphorus, bed sediment smaller than 62.5 micrometers, dry sieved, laboratory, total digestion, dry weight, milligrams per kilogram as phosphorus	USGS use and no use by EPA			Dry	< 62.5 microns	Bed Sediment		7723-14-0	Phosphorus	mg/kg
49567	Nutrient	Particulate phosphorus, suspended in water, milligrams per liter	Not checked					Suspended		7723-14-0	 	mg/l
49568	Nutrient	Particulate inorganic phosphorus, suspended in water, 0.7 micron glass fiber filter method, milligrams per liter	Not checked					Suspended		 	Inorganic phosphorus	mg/l
49570	Nutrient	Particulate nitrogen, suspended in water, milligrams per liter	Not checked					Suspended		7727-37-9	Nitrogen	mg/l
51131	Nutrient	Orthophosphate, water, unfiltered, recoverable, milligrams per liter as phosphate	Not checked					Total		14265-44-2	Phosphate	mg/l
51185	Nutrient	Nitrate, water, unfiltered, field, milligrams per liter	Not checked					Total		14797-55-8	Nitrate	mg/l
51186	Nutrient	Inorganic nitrogen, water, dissolved, calculated as NH3+NO2+NO3, milligrams per liter as nitrogen	Not checked					Dissolved		 	Inorganic nitrogen (nitrate and nitrite and ammonia)	mg/l as N
51187	Nutrient	Inorganic nitrogen, water, dissolved, calculated as NH3+NO2+NO3, short tons per day as nitrogen	Not checked					Dissolved		 	Inorganic nitrogen (nitrate and nitrite and ammonia)	ton/d as N
51193	Nutrient	Dinitrogen, water, dissolved, mole percent of dissolved gases	Not checked					Dissolved		7727-37-9	Nitrogen	%
51288	Nutrient	Orthophosphate, water, filtered, field, milligrams per liter as phosphorus	Not checked					Dissolved		14265-44-2	 	mg/l as P
51289	Nutrient	Orthophosphate, water, in situ, milligrams per liter as phosphorus	Not checked					Total		14265-44-2	 	mg/l as P
51290	Nutrient	Nitrate, water, in situ, milligrams per liter as nitrate	Not checked					Total		14797-55-8	 	mg/l
51386	Nutrient	Phosphorus, bed sediment smaller than 150 um, dry sieved, lab, total digestion, dry weight, percent	Not checked			Dry	<150 um	Bed Sediment		7723-14-0	 	%
52140	Nutrient	Nitrate plus nitrite, bed sediment <63 microns, dry weight, milligrams per kilogram as nitrogen	Not checked			Dry	< 0.063	Bed Sediment		 	 	mg/kg as N
52141	Nutrient	Ammonia (NH3 + NH4+), soil, dry weight, milligrams per kilogram as nitrogen	Not checked			Dry				 	 	mg/kg as N
52151	Nutrient	Ammonia plus organic nitrogen, bed sediment smaller than 63 microns, wet sieved (native water), recoverable, dry weight, milligrams per kilogram as nitrogen	Not checked			Dry	< 0.063	Bed Sediment		 	 	mg/kg as N
52152	Nutrient	Nitrate, bed sediment, total, dry weight, milligrams per kilogram as nitrate	Not checked			Dry		Bed Sediment		14797-55-8	 	mg/kg
52153	Nutrient	Nitrite, bed sediment, total, dry weight, milligrams per kilogram as nitrite	Not checked			Dry		Bed Sediment		14797-65-0	 	mg/kg
52154	Nutrient	Orthophosphate, bed sediment, recoverable, dry weight, milligrams per kilogram as PO4	Not checked			Dry		Bed Sediment		14265-44-2	 	mg/kg
52155	Nutrient	Ammonia (NH3 + NH4+), bed sediment, total, dry weight, milligrams per kilogram as NH3	Not checked			Dry		Bed Sediment		 	 	mg/kg
52156	Nutrient	Ammonia plus organic nitrogen, bed sediment, total, dry weight, milligrams per kilogram	Not checked			Dry		Bed Sediment		 	 	mg/kg
52314	Nutrient	Phosphates (orthophosphate plus condensed and polyphosphates), water, unfiltered, milligrams per liter as PO4	Not checked					Total		 	 	mg/l
52315	Nutrient	Phosphates (orthophosphate plus condensed and polyphosphates), water, filtered, milligrams per liter as PO4	Not checked					Dissolved		 	 	mg/l
52360	Nutrient	Phosphorus, bed sediment smaller than 250 microns, dry sieved, laboratory, total digestion, dry weight, milligrams per kilogram	Not checked			Dry	< 2 mm	Bed Sediment		7723-14-0	 	mg/kg
52361	Nutrient	Phosphorus, bed sediment smaller than 2 millimeters, dry sieved, laboratory, total digestion, dry weight, milligrams per kilogram	Not checked			Dry	< 2 mm	Bed Sediment		7723-14-0	 	mg/kg
52527	Nutrient	Phosphorus, water, unfiltered, total, micrograms per liter as phosphorus	Not checked					Total		7723-14-0	 	ug/l
52626	Nutrient	Phosphorus, soil, total, dry weight, milligrams per kilogram as phosphorus	Not checked			Dry		Total		7723-14-0	 	mg/kg as P
52627	Nutrient	Phosphorus, solids, total, dry weight, milligrams per kilogram as phosphorus	Not checked			Dry		Total		7723-14-0	 	mg/kg as P
52633	Nutrient	Orthophosphate, bed sediment, total, dry weight, milligrams per kilogram as PO4	Not checked					Bed Sediment		14265-44-2	 	mg/kg PO4
52634	Nutrient	Orthophosphate, solids, total, dry weight, milligrams per kilogram as PO4	Not checked							14265-44-2	 	mg/kg PO4
52635	Nutrient	Phosphorus, water, unfiltered, total, milligrams per liter as phosphorus	Not checked					Total		7723-14-0	 	mg/kg as P
52760	Nutrient	Organic nitrogen, soil, recoverable, dry weight, percent	Not checked			Dry		Recoverable		 	 	%
53573	Nutrient	Inorganic nitrogen, water, unfiltered, calculated as NH3+NO2+NO3, milligrams per liter as nitrogen	Not checked					Total		 	 	mg/l as N
53665	Nutrient	Phosphorus, bed sediment, recoverable, dry weight, milligrams per kilogram as phosphorus	Not checked			Dry		Bed Sediment		7723-14-0	 	mg/kg as P
53706	Nutrient	Phosphorus, bed sediment, 0.25 M hydroxylamine hydrochloride acid extracted, recoverable, dry weight, milligrams per kilogram as phosphorus	Not checked			Dry		Bed Sediment		7723-14-0	 	mg/kg as P
61048	Nutrient	Phosphorus, bed sediment smaller than 2 millimeters, total digestion, dry weight, percent	Not checked			Dry	< 2 mm	Bed Sediment		7723-14-0	Phosphorus	%
62464	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], bed sediment, dry weight, percent	USGS use and no use by EPA			Dry		Bed Sediment		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	% by wt
62845	Nutrient	Total nitrogen, suspended sediment, dry weight, percent	USGS use and no use by EPA			Dry		Suspended		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	%
62854	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], water, filtered, analytically determined, milligrams per liter	USGS use and no use by EPA					Dissolved		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	mg/l
62855	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], water, unfiltered, analytically determined, milligrams per liter	USGS use and no use by EPA					Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	mg/l
62950	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], solids, dry weight, milligrams per kilogram as nitrogen	USGS use and no use by EPA			Dry		Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	mg/kg
62953	Nutrient	Nitrate, solids, dry weight, milligrams per kilogram as nitrogen	USGS use and no use by EPA			Dry				14797-55-8	Nitrate	mg/kg as N
62954	Nutrient	Nitrite, solids, dry weight, milligrams per kilogram as nitrogen	USGS use and no use by EPA			Dry				14797-65-0	Nitrite	mg/kg as N
62961	Nutrient	Ammonia (NH3 + NH4+), water, dissolved, pounds per day as nitrogen	USGS use and no use by EPA					Dissolved		 	Ammonia and ammonium	lb/d as N
63508	Nutrient	Organic nitrogen, biota, tissue, dry weight, percent	USGS use and no use by EPA			Dry				 	Organic nitrogen	%
63509	Nutrient	Organic nitrogen, suspended sediment, dry weight, percent	USGS use and no use by EPA			Dry		Suspended		 	Organic nitrogen	%
63510	Nutrient	Organic nitrogen, bed sediment, dry weight, percent	USGS use and no use by EPA			Dry		Bed Sediment		 	Organic nitrogen	%
63517	Nutrient	Organic carbon/organic nitrogen ratio, suspended sediment, atomic percent	USGS use and no use by EPA					Suspended		 	 	%
63715	Nutrient	Orthophosphate, solids, recoverable, dry weight, milligrams per kilogram	USGS use and no use by EPA			Dry		Recoverable		14265-44-2	Phosphate	mg/kg
64832	Nutrient	Nitrate, water, filtered, micrograms per liter as nitrogen	USGS use and no use by EPA					Dissolved		14797-55-8	Nitrate	ug/L as N
64834	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], solids, dry weight, mass fraction, percent	USGS use and no use by EPA			Dry		Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	%
65175	Nutrient	Phosphorus, bed sediment smaller than 62.5 microns, wet sieved, field, total digestion, dry weight, milligrams per kilogram as phosphorus	USGS use and no use by EPA			Dry	< 62.5 microns	Bed Sediment		7723-14-0	Phosphorus	mg/kg
67891	Nutrient	Phosphorus, solids, recoverable, dry weight, percent	USGS use and no use by EPA			Dry		Recoverable		7723-14-0	 	%
67918	Nutrient	Phosphorus, solids, total digestion, dry weight, percent	USGS use and no use by EPA			Dry		Total		7723-14-0	 	%
68073	Nutrient	White phosphorus, solids, recoverable, milligrams per kilogram	USGS use and no use by EPA			Dry				12185-10-3	 	mg/kg
68075	Nutrient	Phosphorus, solids, recoverable, dry weight, milligrams per kilogram as phosphorus	USGS use and no use by EPA			Dry				7723-14-0	 	mg/kg
70507	Nutrient	Orthophosphate, water, unfiltered, milligrams per liter as phosphorus	Agree					Total		14265-44-2	Phosphate	mg/l as P
71845	Nutrient	Ammonia (NH3 + NH4+), water, unfiltered, milligrams per liter as NH4	Agree					Total		 	Ammonia and ammonium	mg/l NH4
71846	Nutrient	Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as NH4	Agree					Dissolved		 	Ammonia and ammonium	mg/l NH4
71850	Nutrient	Nitrate, water, unfiltered, milligrams per liter as nitrate	Agree					Total		14797-55-8	Nitrate	mg/l asNO3
71851	Nutrient	Nitrate, water, filtered, milligrams per liter as nitrate	Agree					Dissolved		14797-55-8	Nitrate	mg/l asNO3
71855	Nutrient	Nitrite, water, unfiltered, milligrams per liter as nitrite	Agree					Total		14797-65-0	Nitrite	mg/l asNO3
71856	Nutrient	Nitrite, water, filtered, milligrams per liter as nitrite	Agree					Dissolved		14797-65-0	Nitrite	mg/l asNO3
71886	Nutrient	Phosphorus, water, unfiltered, milligrams per liter as PO4	Agree					Total		7723-14-0	Phosphorus	mg/l PO4
71887	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], water, unfiltered, milligrams per liter as nitrate	Not checked					Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	mg/l NO3
71888	Nutrient	Phosphorus, water, filtered, milligrams per liter as PO4	Not checked					Dissolved		7723-14-0	Phosphorus	mg/l PO4
76008	Nutrient	Nitrate, suspended sediment, total, milligrams per liter as nitrogen	Not checked					Suspended		14797-55-8	Nitrate	mg/l as N
76009	Nutrient	Nitrite, suspended sediment, total, milligrams per liter as nitrogen	Not checked					Suspended		14797-65-0	Nitrite	mg/l as N
76010	Nutrient	Hydrolyzable phosphorus plus orthophosphate, suspended sediment, total, milligrams per liter as phosphorus	Agree					Suspended		 	 	mg/l as P
80111	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], solids, dry weight, milligrams per kilogram as nitrogen	Agree			Dry		Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	mg/kg
81206	Nutrient	Phosphorus, water, dissolved, pounds per day as phosphorus	Not checked					Dissolved		7723-14-0	 	lb/day
82046	Nutrient	Nitrous oxide, water, dissolved, micrograms per liter	Agree					Dissolved		10024-97-2	Nitrous oxide	ug/l
82267	Nutrient	Phosphorus, street debris smaller than 0.031 millimeters, dry weight, milligrams per kilogram as phosphorus	Agree			Dry	< 0.031 mm			7723-14-0	Phosphorus	mg/kg
82268	Nutrient	Phosphorus, street debris smaller than 0.0625 millimeters, dry weight, milligrams per kilogram as phosphorus	Agree			Dry	< 0.0625 mm			7723-14-0	Phosphorus	mg/kg
82269	Nutrient	Phosphorus, street debris smaller than 0.125 millimeters, dry weight, milligrams per kilogram as phosphorus	Agree			Dry	< 0.125 mm			7723-14-0	Phosphorus	mg/kg
82270	Nutrient	Phosphorus, street debris smaller than 0.25 millimeters, dry weight, milligrams per kilogram as phosphorus	Agree			Dry	< 0.25 mm			7723-14-0	Phosphorus	mg/kg
82271	Nutrient	Phosphorus, street debris smaller than 0.5 millimeters, dry weight, milligrams per kilogram as phosphorus	Agree			Dry	< 0.5 mm			7723-14-0	Phosphorus	mg/kg
82272	Nutrient	Phosphorus, street debris smaller than 1.0 millimeters, dry weight, milligrams per kilogram as phosphorus	Agree			Dry	< 1.0 mm			7723-14-0	Phosphorus	mg/kg
82273	Nutrient	Phosphorus, street debris smaller than 2 millimeters, dry weight, milligrams per kilogram as phosphorus	Agree			Dry	< 2 mm			7723-14-0	Phosphorus	mg/kg
82274	Nutrient	Phosphorus, street debris smaller than 4 millimeters, dry weight, milligrams per kilogram as phosphorus	Agree			Dry	< 4 mm			7723-14-0	Phosphorus	mg/kg
82431	Nutrient	Orthophosphate, total, dry atmospheric deposition, milligrams per kilogram as PO4	Agree					Total		14265-44-2	Phosphate	mg/kg as P
82432	Nutrient	Orthophosphate, total, dry atmospheric deposition, milligrams per kilogram as phosphorus	Agree					Total		14265-44-2	Phosphate	mg/kg as P
82433	Nutrient	Orthophosphate, insoluble, dry atmospheric deposition, milligrams per kilogram as PO4	Agree							14265-44-2	Phosphate	mg/kg as P
82434	Nutrient	Orthophosphate, insoluble, dry atmospheric deposition, milligrams per kilogram as phosphorus	Agree							14265-44-2	Phosphate	mg/kg as P
82435	Nutrient	Orthophosphate, soluble, dry atmospheric deposition, milligrams per kilogram as PO4	Agree							14265-44-2	Phosphate	mg/kg as P
82436	Nutrient	Orthophosphate, soluble, dry atmospheric deposition, milligrams per kilogram as phosphorus	Agree							14265-44-2	Phosphate	mg/kg as P
82437	Nutrient	Phosphorus, total, dry atmospheric deposition, milligrams per kilogram as phosphate	Agree					Total		7723-14-0	Phosphorus	mg/kg PO4
82438	Nutrient	Phosphorus, dry atmospheric deposition, total, milligrams per kilogram as phosphorus	Agree					Total		7723-14-0	Phosphorus	mg/kg
82439	Nutrient	Phosphorus, insoluble, dry atmospheric deposition, milligrams per kilogram as phosphate	Agree							7723-14-0	Phosphorus	mg/kg PO4
82440	Nutrient	Phosphorus, insoluble, dry atmospheric deposition, milligrams per kilogram as phosphorus	Agree							7723-14-0	Phosphorus	mg/kg
82441	Nutrient	Phosphorus, soluble, dry atmospheric deposition, milligrams per kilogram as phosphate	Agree							7723-14-0	Phosphorus	mg/kg PO4
82442	Nutrient	Phosphorus, soluble, dry atmospheric deposition, milligrams per kilogram as phosphorus	Agree							7723-14-0	Phosphorus	mg/kg
82443	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], total, dry atmospheric deposition, milligrams per kilogram as nitrogen	Agree					Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	mg/kg
82444	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], insoluble, dry atmospheric deposition, milligrams per kilogram as nitrogen	Agree					Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	mg/kg
82445	Nutrient	Total nitrogen [nitrate + nitrite + ammonia + organic-N], soluble, dry atmospheric deposition, milligrams per kilogram as nitrogen	Agree					Total		 	Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)	mg/kg
82446	Nutrient	Organic nitrogen, total, dry atmospheric deposition, milligrams per kilogram as nitrogen	Agree					Total		 	Organic nitrogen	mg/kg
82447	Nutrient	Organic nitrogen, insoluble, dry atmospheric deposition, milligrams per kilogram as nitrogen	Agree							 	Organic nitrogen	mg/kg
82448	Nutrient	Organic nitrogen, soluble, dry atmospheric deposition, milligrams per kilogram as nitrogen	Agree							 	Organic nitrogen	mg/kg
