#
# National Water Information System
# 2019/03/30
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	group	parm_nm	epa_equivalence	result_statistical_basis	result_time_basis	result_weight_basis	result_particle_size_basis	result_sample_fraction	result_temperature_basis	CASRN	SRSName	parm_unit
51969	Information	Epioxytetracycline, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		35259-39-3	 	%
51970	Information	Epitetracycline, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		79-85-6	 	%
51971	Information	Erythromycin, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		114-07-8	 	%
51972	Information	Erythromycin-H2O, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		23893-13-2	 	%
51973	Information	Ibuprofen, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		15687-27-1	 	%
51974	Information	Isochlorotetracycline, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		514-53-4	 	%
51975	Information	Lincomycin, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		154-21-2	 	%
51976	Information	Lomefloxacin, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		98079-51-7	 	%
51977	Information	Norfloxacin, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		70458-96-7	 	%
51978	Information	Ofloxacin, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		82419-36-1	 	%
51979	Information	Ormetoprim, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		6981-18-6	 	%
51980	Information	Oxytetracycline, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		6153-64-6	 	%
51981	Information	Roxithromycin, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		80214-83-1	 	%
51982	Information	Sarafloxacin, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		98105-99-8	 	%
51983	Information	Sulfachloropyridazine, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		80-32-0	 	%
51984	Information	Sulfadiazine, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		68-35-9	 	%
51985	Information	Sulfadimethoxine, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		122-11-2	 	%
51986	Information	Sulfamethoxazole, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		723-46-6	 	%
51987	Information	Sulfamethazine, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		57-68-1	 	%
51988	Information	Sulfathiazole, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		72-14-0	 	%
51989	Information	Tetracycline, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		60-54-8	 	%
51990	Information	Trimethoprim, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		738-70-5	 	%
51991	Information	Tylosin, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		1401-69-0	 	%
51992	Information	Virginamycin, spike, water, filtered, apparent percent recovery	Not checked					Dissolved		11006-76-1	 	%
52000	Information	n-Eicosane (C20), surrogate, water, filtered, percent recovery	Not checked					Dissolved		112-95-8	 	%
52001	Information	Dibromofluoromethane, surrogate, water, unfiltered, percent recovery	Not checked					Total		1868-53-7	 	%
52770	Information	Solids, dry weight, percent of wet weight	Not checked			Dry				 	Total solids	%
52918	Information	Metformin-d6, internal standard/surrogate, NWQL schedule 8240, water, polar organic chemical integrative sampler (POCIS), percent recovery	Not checked					Recoverable		 	 	%
52988	Information	(+-)-Hydroxybupropion-d6, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1184984-06-2	 	%
52989	Information	1H-Benzotriazole-4,5,6,7-d4, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1185072-03-0	 	%
52990	Information	4-Methylbenzotriazole-d3, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1219151-49-1	 	%
52991	Information	9-Hydroxyrisperidone-d4, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1020719-55-4	 	%
52992	Information	Acesulfame-d4, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
52993	Information	alpha-Hydroxyalprazolam-d5, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		136765-24-7	 	%
52994	Information	Alprazolam-(phenyl-d5), isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		125229-61-0	 	%
52995	Information	Aripiprazole-d8, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1089115-06-9	 	%
52996	Information	Carbamazepine-10,11-epoxide-d8, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
52997	Information	Ciprofloxacin-(2,3,carboxyl)-13C3-quinoline-15N, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
52998	Information	Citalopram-d6, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1190003-26-9	 	%
52999	Information	Clobazam-13C6, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1782501-70-5	 	%
53000	Information	Clotrimazole-d5, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1185076-41-8	 	%
53001	Information	Clozapine-d4, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		204395-52-8	 	%
53002	Information	Cortisone-2,3,4-13C3, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1356154-92-1	 	%
53003	Information	Creatinine-d3, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		143827-20-7	 	%
53004	Information	Ethyl-beta-D-glucuronide-d5, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1135070-98-2	 	%
53005	Information	Fentanyl-d5, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		118357-29-2	 	%
53006	Information	Ibandronic acid-d3, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
53007	Information	Iohexol-d5, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		928623-33-0	 	%
53008	Information	Iopamidol-d8, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
53009	Information	Ketamine-d4, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
53010	Information	Lamotrigine-13C-15N4, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
53011	Information	Levetiracetam-d6, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1133229-30-7	 	%
53012	Information	Linaclotide-d4, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
53013	Information	Levothyroxine-13C6, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
53014	Information	N-Desmethylcitalopram-d3, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
53015	Information	Nitrazepam-d5, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		136765-45-2	 	%
53016	Information	Norfentanyl-d5, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1211527-23-9	 	%
53017	Information	Orphenadrine-d3, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
53018	Information	Phenobarbital-d5, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
53019	Information	Pregabalin-d6, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		 	 	%
53020	Information	Propofol-d17, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1261393-54-7	 	%
53021	Information	rac-Clopidogrel-d8, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1346598-07-9	 	%
53022	Information	Risperidone-d4, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1020719-76-9	 	%
53023	Information	Rosuvastatin lactone-d6, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1217245-37-8	 	%
53024	Information	Salicylic acid-d4, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		78646-17-0	 	%
53025	Information	Sucralose-d6, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		1459161-55-7	 	%
53026	Information	Vilazodone carboxylic acid-d4, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, recoverable, percent recovery	Not checked					Dissolved		 	 	%
53027	Information	Lorazepam, isotope dilution internal standard (IDIS), NWQL Pharm 3, water, filtered, percent recovery	Not checked					Dissolved		846-49-1	 	%
61035	Information	Voltage, volts	Not agree							 	 	volts
62535	Information	5-alpha-Androstane, surrogate, biomarker method, bed sediment, percent recovery	USGS use and no use by EPA					Bed Sediment		438-22-2	 	%
62536	Information	Sample weight, biomarker method, bed material, grams	USGS use and no use by EPA							 	 	g
62537	Information	Set number, biomarker method, bed material	USGS use and no use by EPA							 	 	nu
62594	Information	2-Fluorobiphenyl, surrogate, bed sediment, PAH method, percent recovery	USGS use and no use by EPA					Bed Sediment		321-60-8	 	%
62595	Information	Nitrobenzene-d5, surrogate, bed sediment, PAH method, percent recovery	USGS use and no use by EPA					Bed Sediment		4165-60-0	 	%
62596	Information	p-Terphenyl-d14, surrogate, bed sediment, PAH method, percent recovery	USGS use and no use by EPA					Bed Sediment		1718-51-0	 	%
62597	Information	Sample weight, PAH method, bed sediment, grams	USGS use and no use by EPA					Bed Sediment		 	 	g
62598	Information	Set number, PAH method, bed material	USGS use and no use by EPA							 	 	nu
62599	Information	Nitrobenzene-d5, surrogate, semivolatile method 1494, water, unfiltered, percent recovery	USGS use and no use by EPA					Total		4165-60-0	 	%
62835	Information	Isobutyl alcohol-d6, surrogate, water, unfiltered, percent recovery	USGS use and no use by EPA					Total		72182-69-5	 	%
62836	Information	Isodrin, surrogate, NWQL organochlorine compounds in bed sediment (OCBS) method, bed sediment, percent recovery	USGS use and no use by EPA					Bed Sediment		465-73-6	 	%
62837	Information	alpha-HCH-d6, surrogate, NWQL organochlorine compounds in bed sediment (OCBS) method, bed sediment, percent recovery	USGS use and no use by EPA					Bed Sediment		86194-41-4	 	%
62838	Information	Nonachlorobiphenyl, surrogate, NWQL organochlorine compounds in bed sediment (OCBS) method, bed sediment, percent recovery	USGS use and no use by EPA					Bed Sediment		53742-07-7	 	%
62839	Information	Bisphenol A-d3, surrogate, NWQL schedule 4433 and labcode 8033 (WWWW), water, unfiltered, percent recovery	USGS use and no use by EPA					Total		 	 	%
62840	Information	Caffeine-13C, surrogate, NWQL schedule 4433 and labcode 8033 (WWWW), water, unfiltered, percent recovery	USGS use and no use by EPA					Total		 	 	%
62841	Information	Decafluorobiphenyl, surrogate, NWQL schedule 4433 and labcode 8033 (WWWW), water, unfiltered, percent recovery	USGS use and no use by EPA					Total		434-90-2	 	%
62842	Information	Fluoranthene-d10, surrogate, NWQL schedule 4433 and labcode 8033 (WWWW), water, unfiltered, percent recovery	USGS use and no use by EPA					Total		93951-69-0	 	%
62955	Information	Sample matrix, code	USGS use and no use by EPA							 	 	code
62980	Information	Program or project from Analytical Services Request form, code	USGS use and no use by EPA							 	 	code
67308	Information	Bisphenol A-d16, isotope dilution standard, water, filtered, percent recovery	USGS use and no use by EPA					Dissolved		96210-87-6	 	%
67309	Information	Bisphenol A-d16, isotope dilution standard, water, unfiltered, percent recovery	USGS use and no use by EPA					Total		96210-87-6	 	%
67310	Information	Bisphenol A-d16, isotope dilution standard, solids, percent recovery	USGS use and no use by EPA							96210-87-6	 	%
67311	Information	Bisphenol A-d16, isotope dilution standard, suspended sediment, percent recovery	USGS use and no use by EPA					Suspended		96210-87-6	 	%
67312	Information	Bisphenol A-d16, isotope dilution standard, biota, tissue, percent recovery	USGS use and no use by EPA							96210-87-6	 	%
67313	Information	Bisphenol A-d16, isotope dilution standard, polar organic chemical integrative sampler (POCIS), percent recovery	USGS use and no use by EPA							96210-87-6	 	%
68043	Information	9-Fluorenone-d8, surrogate, water, unfiltered, percent recovery	USGS use and no use by EPA					Total		137219-34-2	 	%
68044	Information	9,10-Anthraquinone-d8, surrogate, water, unfiltered, percent recovery	USGS use and no use by EPA					Total		10439-39-1	 	%
68045	Information	Chrysene-d12, surrogate, water, unfiltered, percent recovery	USGS use and no use by EPA					Total		1719-03-5	 	%
68735	Information	2-Ethyl-1-hexyl 2,3,4,5-tetrabromobenzoate, water, unfiltered, recoverable, micrograms per liter	USGS use and no use by EPA					Total		183658-27-7	 	ug/l
70001	Information	Composite location in cross section	Agree							 	 	X-section
70218	Information	Time interval between storm and sample collection, hours	Agree							 	 	hours
70219	Information	Solution volume, total, dry deposition, milliliters	Agree					Total		 	 	ml
70969	Information	DCP battery voltage, volts	Not checked							 	 	volts
71994	Information	Volume of water filtered, liters	Agree					Dissolved		 	 	l
71995	Information	Water use, primary, code	Agree							 	 	code
71996	Information	Water use, secondary, code	Agree							 	 	code
71997	Information	Water use, tertiary, code	Agree							 	 	code
71998	Information	Water use, quaternary, code	Agree							 	 	code
71999	Information	Sample purpose, code	Agree							 	 	code
72000	Information	Altitude of land surface, feet	Agree							 	 	ft
72004	Information	Pump or flow period prior to sampling, minutes	Agree							 	 	minutes
72005	Information	Sample source, code	Agree							 	 	code
72006	Information	Sampling condition, code	Agree							 	 	code
72023	Information	Reservoir storage, million cubic feet	Agree							 	Reservoir storage	Mft3
72027	Information	Azimuth from outlet, degrees	Agree							 	 	Deg
72028	Information	Azimuth from southernmost point, degrees	Agree							 	 	Deg
72029	Information	Distance from outlet or southernmost point, feet	Agree							 	 	ft
72036	Information	Reservoir storage, thousand acre feet	Agree							 	Reservoir storage	Kac-ft
72050	Information	Withdrawal of groundwater, million gallons per month	Agree							 	Withdrawal rate	mgal/mnth
72051	Information	Withdrawal of groundwater, million gallons per year	Agree							 	 	mgal/year
72053	Information	Number of days since last precipitation event	Agree							 	 	days
72103	Information	Sample location, relative to right bank, looking downstream, feet	Agree							 	 	ft
72104	Information	Sample location, distance downstream, feet	Agree							 	 	ft
72105	Information	Sample location, distance upstream, feet	Agree							 	 	ft
72111	Information	DRGS transmission error codes	Agree							 	 	nu
72112	Information	DCP signal to noise ratio	Agree							 	 	None
72113	Information	DCP signal modulation index, decibels	Agree							 	 	dB
72114	Information	Estimate of DCP transmitted power, decibels	Agree							 	 	dB
72115	Information	DCP frequency offset from channel center, hertz	Not checked							 	 	Hz
72116	Information	Number of bad characters transmitted by DCP	Agree							 	 	nu
72117	Information	Data collection platform transmission delivery delay, seconds	Not agree							 	 	seconds
72118	Information	Reservoir storage, live pool, acre feet	USGS use and no use by EPA							 	 	ac-ft
72119	Information	Reservoir storage, active pool, acre feet	USGS use and no use by EPA							 	 	ac-ft
72120	Information	Reservoir storage, total pool, percent of capacity	USGS use and no use by EPA					Total		 	 	%
