#
# National Water Information System
# 2019/03/30
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	group	parm_nm	epa_equivalence	result_statistical_basis	result_time_basis	result_weight_basis	result_particle_size_basis	result_sample_fraction	result_temperature_basis	CASRN	SRSName	parm_unit
04085	Organics, Other	1,2-Dichlorobenzene plus 1,4-dichlorobenzene, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		179601-82-2	Benzene, 1,2(or 1,4)-dichloro-	ug/l
04090	Organics, Other	DCAA, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		19719-28-9	 	ug/l
04128	Organics, Other	Organic carbon, bed sediment smaller than 2 millimeters, dry weight, milligrams per kilogram	Not checked			Dry	< 2 mm	Bed Sediment		 	Organic carbon	mg/kg
04585	Organics, Other	Diesel range organic compounds, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		 	Diesel range organics	ug/l
07080	Organics, Other	Rhodamine WT, water, filtered, recoverable, micrograms per liter	Agree					Dissolved		37299-86-8	Xanthylium, 9-(2,4-dicarboxyphenyl)-3,6-bis(diethylamino)-, chloride, disodium salt	ug/l
07082	Organics, Other	Rhodamine WT, suspended sediment, recoverable, micrograms per liter	Agree					Suspended		37299-86-8	Xanthylium, 9-(2,4-dicarboxyphenyl)-3,6-bis(diethylamino)-, chloride, disodium salt	ug/l
07084	Organics, Other	Rhodamine WT, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		37299-86-8	Xanthylium, 9-(2,4-dicarboxyphenyl)-3,6-bis(diethylamino)-, chloride, disodium salt	ug/l
30033	Organics, Other	Petroleum hydrocarbons, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		 	Hydrocarbons, petroleum	mg/kg
30038	Organics, Other	2-Chlorophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		95-57-8	o-Chlorophenol	mg/kg
30040	Organics, Other	Cresols (all isomers), soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		1319-77-3	Cresol	mg/kg
30043	Organics, Other	2,6-Dichlorophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		87-65-0	2,6-Dichlorophenol	mg/kg
30046	Organics, Other	2,4-Dinitrophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		51-28-5	2,4-Dinitrophenol	mg/kg
30048	Organics, Other	2-Nitrophenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		88-75-5	o-Nitrophenol	mg/kg
30051	Organics, Other	Phenol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		108-95-2	Phenol	mg/kg
30053	Organics, Other	Tetrachlorophenols (all isomers), soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		25167-83-3	Tetrachlorophenol	mg/kg
30056	Organics, Other	Benzyl chloride, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		100-44-7	Benzyl chloride	mg/kg
30057	Organics, Other	Bis(2-chloroethoxy)methane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		111-91-1	Bis(2-chloroethoxy)methane	mg/kg
30058	Organics, Other	Bis(2-chloroisopropyl) ether, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		39638-32-9	Bis(2-chloroisopropyl) ether	mg/kg
30059	Organics, Other	Bromobenzene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		108-86-1	Bromobenzene	mg/kg
30060	Organics, Other	Bromodichloromethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-27-4	Dichlorobromomethane	mg/kg
30061	Organics, Other	Tribromomethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-25-2	Tribromomethane	mg/kg
30063	Organics, Other	Tetrachloromethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		56-23-5	Carbon tetrachloride	mg/kg
30064	Organics, Other	Chloroacetaldehyde, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		107-20-0	Chloroacetaldehyde	mg/kg
30065	Organics, Other	Trichloroacetaldehyde, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-87-6	Chloral	mg/kg
30067	Organics, Other	Chloroethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-00-3	Chloroethane	mg/kg
30068	Organics, Other	Trichloromethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		67-66-3	Chloroform	mg/kg
30069	Organics, Other	1-Chlorohexane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		544-10-5	1-Chlorohexane	mg/kg
30070	Organics, Other	2-Chloroethyl vinyl ether, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		110-75-8	2-Chloroethyl vinyl ether	mg/kg
30071	Organics, Other	Chloromethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		74-87-3	Chloromethane	mg/kg
30072	Organics, Other	Chloromethyl methyl ether, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		107-30-2	Chloromethyl methyl ether	mg/kg
30073	Organics, Other	2-Chlorotoluene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		95-49-8	o-Chlorotoluene	mg/kg
30074	Organics, Other	Dibromochloromethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		124-48-1	Chlorodibromomethane	mg/kg
30075	Organics, Other	Dibromomethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		74-95-3	Dibromomethane	mg/kg
30076	Organics, Other	1,2-Dichlorobenzene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		95-50-1	o-Dichlorobenzene	mg/kg
30077	Organics, Other	1,3-Dichlorobenzene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		541-73-1	m-Dichlorobenzene	mg/kg
30079	Organics, Other	Dichlorodifluoromethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-71-8	CFC-12	mg/kg
30080	Organics, Other	1,1-Dichloroethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-34-3	1,1-Dichloroethane	mg/kg
30082	Organics, Other	1,1-Dichloroethene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-35-4	1,1-Dichloroethylene	mg/kg
30083	Organics, Other	trans-1,2-Dichloroethene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		156-60-5	trans-1,2-Dichloroethylene	mg/kg
30084	Organics, Other	Dichloromethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-09-2	Methylene chloride	mg/kg
30088	Organics, Other	1,1,2,2-Tetrachloroethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		79-34-5	1,1,2,2-Tetrachloroethane	mg/kg
30089	Organics, Other	1,1,1,2-Tetrachloroethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		630-20-6	1,1,1,2-Tetrachloroethane	mg/kg
30090	Organics, Other	Tetrachloroethene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		127-18-4	Tetrachloroethylene	mg/kg
30091	Organics, Other	1,1,1-Trichloroethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		71-55-6	1,1,1-Trichloroethane	mg/kg
30092	Organics, Other	1,1,2-Trichloroethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		79-00-5	1,1,2-Trichloroethane	mg/kg
30093	Organics, Other	Trichlorofluoromethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-69-4	CFC-11	mg/kg
30095	Organics, Other	Vinyl chloride, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		75-01-4	Vinyl chloride	mg/kg
30096	Organics, Other	Benzene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		71-43-2	Benzene	mg/kg
30097	Organics, Other	Chlorobenzene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		108-90-7	Chlorobenzene	mg/kg
30098	Organics, Other	Ethylbenzene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		100-41-4	Ethylbenzene	mg/kg
30099	Organics, Other	Toluene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		108-88-3	Toluene	mg/kg
30100	Organics, Other	m-Xylene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		108-38-3	m-Xylene	mg/kg
30101	Organics, Other	o-Xylene plus p-xylene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		136777-61-2	 	mg/kg
30132	Organics, Other	Trichloroethene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		79-01-6	Trichloroethylene	mg/kg
30133	Organics, Other	Acetone, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		67-64-1	Acetone	mg/kg
30135	Organics, Other	Methyl ethyl ketone, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		78-93-3	Methyl ethyl ketone	mg/kg
30136	Organics, Other	Vinyl acetate, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		108-05-4	Vinyl acetate	mg/kg
30137	Organics, Other	Isobutyl methyl ketone, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		108-10-1	Methyl isobutyl ketone	mg/kg
30138	Organics, Other	n-Butyl methyl ketone, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		591-78-6	2-Hexanone	mg/kg
30139	Organics, Other	Styrene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		100-42-5	Styrene	mg/kg
30140	Organics, Other	Xylene (all isomers), soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		1330-20-7	Xylene	mg/kg
30141	Organics, Other	Acenaphthene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		83-32-9	Acenaphthene	mg/kg
30142	Organics, Other	Anthracene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		120-12-7	Anthracene	mg/kg
30143	Organics, Other	Benzo[a]anthracene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		56-55-3	Benz[a]anthracene	mg/kg
30144	Organics, Other	Benzo[b]fluoranthene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		205-99-2	Benzo(b)fluoranthene	mg/kg
30145	Organics, Other	Benzo[k]fluoranthene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		207-08-9	Benzo[k]fluoranthene	mg/kg
30146	Organics, Other	Benzo[ghi]perylene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		191-24-2	Benzo[ghi]perylene	mg/kg
30147	Organics, Other	Benzo[a]pyrene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		50-32-8	Benzo[a]pyrene	mg/kg
30148	Organics, Other	Benzyl n-butyl phthalate, soil, recoverable, dry weight, milligrams per kilogram	Not checked			Dry		Recoverable		85-68-7	Butyl benzyl phthalate	mg/kg
30149	Organics, Other	4-Bromophenyl phenyl ether, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		101-55-3	p-Bromophenyl phenyl ether	mg/kg
30150	Organics, Other	Bis(2-chloroethyl) ether, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		111-44-4	Bis(2-chloroethyl) ether	mg/kg
30151	Organics, Other	2-Chloronaphthalene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		91-58-7	2-Chloronaphthalene	mg/kg
30152	Organics, Other	4-Chlorophenyl phenyl ether, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		7005-72-3	p-Chlorophenyl phenyl ether	mg/kg
30153	Organics, Other	Chrysene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		218-01-9	Chrysene	mg/kg
30154	Organics, Other	Dibenzo[a,h]anthracene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		53-70-3	Dibenz[a,h]anthracene	mg/kg
30155	Organics, Other	3,3'-Dichlorobenzidine, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		91-94-1	3,3'-Dichlorobenzidine	mg/kg
30156	Organics, Other	Diethyl phthalate, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		84-66-2	Diethyl phthalate	mg/kg
30157	Organics, Other	Dimethyl phthalate, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		131-11-3	Dimethyl phthalate	mg/kg
30158	Organics, Other	Di-n-butyl phthalate, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		84-74-2	Dibutyl phthalate	mg/kg
30159	Organics, Other	2,4-Dinitrotoluene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		121-14-2	2,4-Dinitrotoluene	mg/kg
30160	Organics, Other	2,6-Dinitrotoluene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		606-20-2	2,6-Dinitrotoluene	mg/kg
30161	Organics, Other	Di-n-octyl phthalate, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		117-84-0	Di-n-octyl phthalate	mg/kg
30162	Organics, Other	Bis(2-ethylhexyl) phthalate (DEHP), soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		117-81-7	Di(2-ethylhexyl) phthalate	mg/kg
30163	Organics, Other	Fluoranthene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		206-44-0	Fluoranthene	mg/kg
30164	Organics, Other	9H-Fluorene, soil, recoverable, dry weight, milligrams per kilogram	Not checked			Dry		Recoverable		86-73-7	Fluorene	mg/kg
30166	Organics, Other	Hexachlorobutadiene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		87-68-3	Hexachlorobutadiene	mg/kg
30167	Organics, Other	Hexachlorocyclopentadiene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		77-47-4	Hexachlorocyclopentadiene	mg/kg
30168	Organics, Other	Hexachloroethane, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		67-72-1	Hexachloroethane	mg/kg
30169	Organics, Other	Indeno[1,2,3-cd]pyrene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		193-39-5	Indeno[1,2,3-cd]pyrene	mg/kg
30170	Organics, Other	Isophorone, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		78-59-1	Isophorone	mg/kg
30171	Organics, Other	Naphthalene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		91-20-3	Naphthalene	mg/kg
30172	Organics, Other	Nitrobenzene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		98-95-3	Nitrobenzene	mg/kg
30173	Organics, Other	N-Nitrosodimethylamine (NDMA), soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		62-75-9	N-Nitrosodimethylamine	mg/kg
30174	Organics, Other	N-Nitrosodi-n-propylamine, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		621-64-7	N-Nitrosodi-n-propylamine	mg/kg
30175	Organics, Other	N-Nitrosodiphenylamine, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		86-30-6	N-Nitrosodiphenylamine	mg/kg
30176	Organics, Other	Phenanthrene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		85-01-8	Phenanthrene	mg/kg
30177	Organics, Other	Pyrene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		129-00-0	Pyrene	mg/kg
30178	Organics, Other	1,2,4-Trichlorobenzene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		120-82-1	1,2,4-Trichlorobenzene	mg/kg
30179	Organics, Other	Benzidine, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		92-87-5	Benzidine	mg/kg
30180	Organics, Other	Benzyl alcohol, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		100-51-6	Benzyl alcohol	mg/kg
30183	Organics, Other	Benzoic acid, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		65-85-0	Benzoic acid	mg/kg
30184	Organics, Other	2-Methylnaphthalene, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		91-57-6	2-Methylnaphthalene	mg/kg
30186	Organics, Other	2-Nitroaniline, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		88-74-4	o-Nitroaniline	mg/kg
30187	Organics, Other	3-Nitroaniline, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		99-09-2	m-Nitroaniline	mg/kg
30188	Organics, Other	Dibenzofuran, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		132-64-9	Dibenzofuran	mg/kg
30189	Organics, Other	4-Nitroaniline, soil, recoverable, dry weight, milligrams per kilogram	Agree			Dry		Recoverable		100-01-6	p-Nitroaniline	mg/kg
30194	Organics, Other	2-Methylnaphthalene, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		91-57-6	2-Methylnaphthalene	ug/l
30195	Organics, Other	2-Nitroaniline, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		88-74-4	o-Nitroaniline	ug/l
30196	Organics, Other	4-Nitroaniline, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		100-01-6	p-Nitroaniline	ug/l
30197	Organics, Other	2-Chloroethyl vinyl ether, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		110-75-8	2-Chloroethyl vinyl ether	ug/l
30201	Organics, Other	Chloromethane, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		74-87-3	Chloromethane	ug/l
30217	Organics, Other	Dibromomethane, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		74-95-3	Dibromomethane	ug/l
30243	Organics, Other	Organic carbon, bed sediment, dry weight, percent	Agree			Dry		Bed Sediment		 	Organic carbon	%
30341	Organics, Other	4-Isopropyltoluene, water, unfiltered, recoverable, micrograms per liter	Not checked					Recoverable		99-87-6	p-Cymene	ug/l
30342	Organics, Other	4-Nitroaniline, water, unfiltered, recoverable, micrograms per liter	Not checked					Recoverable		100-01-6	p-Nitroaniline	ug/l
32003	Organics, Other	Organic compounds, water, unfiltered, chloroform & alcohol extraction, recoverable, micrograms per liter	Not checked					Recoverable		 	Organic compounds	ug/l
32004	Organics, Other	Organic compounds, water, unfiltered, alcohol extraction, recoverable, micrograms per liter	Not checked					Recoverable		 	Organic compounds	ug/l
32005	Organics, Other	Organic compounds, water, unfiltered, chloroform extraction, recoverable, micrograms per liter	Not checked					Recoverable		 	Organic compounds	ug/l
32101	Organics, Other	Bromodichloromethane, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		75-27-4	Dichlorobromomethane	ug/l
32102	Organics, Other	Tetrachloromethane, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		56-23-5	Carbon tetrachloride	ug/l
32104	Organics, Other	Tribromomethane, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		75-25-2	Tribromomethane	ug/l
32105	Organics, Other	Dibromochloromethane, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		124-48-1	Chlorodibromomethane	ug/l
32106	Organics, Other	Trichloromethane, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		67-66-3	Chloroform	ug/l
32240	Organics, Other	Tannin and lignin, water, unfiltered, recoverable, milligrams per liter	Not checked					Recoverable		9005-53-2	Tannin and Lignin	mg/l
32289	Organics, Other	Colored dissolved organic matter (CDOM), in situ, fluorescence excitation at 370, 470, 525, 570, 590, 610 nm, fluorescence emission at 700 nm, milligrams per liter	Not checked					Dissolved		 	Colored dissolved organic matter (CDOM)	mg/l
32314	Organics, Other	Colored dissolved organic matter (CDOM), water, filtered, field, single band excitation, fluorescence emission, micrograms per liter of quinine sulfate equivalents (QSE)	Not checked					Dissolved		 	Colored dissolved organic matter (CDOM)	ug/l QSE
32324	Organics, Other	Crude oil fluorescence (fCO), water, in situ, relative fluorescence units (RFU)	Not checked					Total		 	 	RFU
32330	Organics, Other	Colored dissolved organic matter fluorescence (fDOM), water, in situ, milligrams per liter of carbon	Not checked					Total		 	 	mg/l
32340	Organics, Other	Optical brightener fluorescence (fOB), water, in situ, relative fluorescence units (RFU)	Not checked					Total		 	 	RFU
32341	Organics, Other	Optical brightener fluorescence (fOB), water, in situ, micrograms per liter as 1,3,6,8-pyrene tetrasulfonic acid (PTSA)	Not checked					Total		 	 	ug/L PTSA
32342	Organics, Other	Wastewater fluorescence (fWW), water, in situ, relative fluorescence units (RFU)	Not checked					Total		 	 	RFU
32343	Organics, Other	Rhodamine WT fluorescence (fRWT), water, in situ, relative fluorescence units (RFU)	Not checked					Total		37299-86-8	 	RFU
32344	Organics, Other	Fluorescein fluorescence (fFL), water, in situ, relative fluorescence units (RFU)	Not checked					Total		2321-07-5	 	RFU
32345	Organics, Other	Fluorescein fluorescence (fFL), water, in situ, micrograms per liter	Not checked					Total		2321-07-5	 	ug/l
32730	Organics, Other	Phenolic compounds, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		 	Phenols and phenolic compounds	ug/l
32731	Organics, Other	Phenolic compounds, bed sediment, recoverable, dry weight, micrograms per kilogram	Agree			Dry		Bed Sediment		 	Phenols and phenolic compounds	ug/kg
32732	Organics, Other	Phenolic compounds, water, filtered, recoverable, micrograms per liter	Agree					Dissolved		 	Phenols and phenolic compounds	ug/l
32733	Organics, Other	Phenolic compounds, suspended sediment, recoverable, micrograms per liter	Agree					Suspended		 	Phenols and phenolic compounds	ug/l
34010	Organics, Other	Toluene, water, unfiltered, recoverable, micrograms per liter	Not checked					Recoverable		108-88-3	Toluene	ug/l
34030	Organics, Other	Benzene, water, unfiltered, recoverable, micrograms per liter	Not checked					Recoverable		71-43-2	Benzene	ug/l
34200	Organics, Other	Acenaphthylene, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		208-96-8	Acenaphthylene	ug/l
34201	Organics, Other	Acenaphthylene, water, filtered, recoverable, micrograms per liter	Agree					Dissolved		208-96-8	Acenaphthylene	ug/l
34202	Organics, Other	Acenaphthylene, suspended sediment, recoverable, micrograms per liter	Agree					Suspended		208-96-8	Acenaphthylene	ug/l
34203	Organics, Other	Acenaphthylene, bed sediment, recoverable, dry weight, micrograms per kilogram	Agree			Dry		Bed Sediment		208-96-8	Acenaphthylene	ug/kg
34205	Organics, Other	Acenaphthene, water, unfiltered, recoverable, micrograms per liter	Agree					Recoverable		83-32-9	Acenaphthene	ug/l
