#
# National Water Information System
# 2019/03/30
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	group	parm_nm	epa_equivalence	result_statistical_basis	result_time_basis	result_weight_basis	result_particle_size_basis	result_sample_fraction	result_temperature_basis	CASRN	SRSName	parm_unit
04611	Organics, PCBs	PCB congener 49, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		41464-40-8	2,2',4,5'-Tetrachlorobiphenyl	ug/l
04612	Organics, PCBs	PCB congener 52, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		35693-99-3	2,2',5,5'-Tetrachlorobiphenyl	ug/l
04613	Organics, PCBs	PCB congener 66, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		32598-10-0	2,3',4,4'-Tetrachlorobiphenyl	ug/l
04614	Organics, PCBs	PCB congener 77, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		32598-13-3	3,3',4,4'-Tetrachlorobiphenyl	ug/l
04615	Organics, PCBs	PCB congener 87, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		38380-02-8	2,2',3,4,5'-Pentachlorobiphenyl	ug/l
04616	Organics, PCBs	PCB congener 101, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		37680-73-2	2,2',4,5,5'-Pentachlorobiphenyl	ug/l
04617	Organics, PCBs	PCB congener 105, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		32598-14-4	2,3,3',4,4'-Pentachlorobiphenyl	ug/l
04618	Organics, PCBs	PCB congener 118, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		31508-00-6	2,3',4,4',5-Pentachlorobiphenyl	ug/l
04619	Organics, PCBs	PCB congener 126, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		57465-28-8	3,3',4,4',5-Pentachlorobiphenyl	ug/l
04620	Organics, PCBs	PCB congener 128, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		38380-07-3	2,2',3,3',4,4'-Hexachlorobiphenyl	ug/l
04621	Organics, PCBs	PCB congener 138, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		35065-28-2	2,2',3,4,4',5'-Hexachlorobiphenyl	ug/l
04622	Organics, PCBs	PCB congener 153, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		35065-27-1	2,2',4,4',5,5'-Hexachlorobiphenyl	ug/l
04623	Organics, PCBs	PCB congener 169, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		32774-16-6	3,3',4,4',5,5'-Hexachlorobiphenyl	ug/l
04624	Organics, PCBs	PCB congener 170, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		35065-30-6	2,2',3,3',4,4',5-Heptachlorobiphenyl	ug/l
04625	Organics, PCBs	PCB congener 180, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		35065-29-3	2,2',3,4,4',5,5'-Heptachlorobiphenyl	ug/l
04626	Organics, PCBs	PCB congener 183, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		52663-69-1	2,2',3,4,4',5',6-Heptachlorobiphenyl	ug/l
04627	Organics, PCBs	PCB congener 184, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		74472-48-3	2,2',3,4,4',6,6'-Heptachlorobiphenyl	ug/l
04628	Organics, PCBs	PCB congener 187, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		52663-68-0	2,2',3,4',5,5',6-Heptachlorobiphenyl	ug/l
04629	Organics, PCBs	PCB congener 195, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		52663-78-2	2,2',3,3',4,4',5,6-Octachlorobiphenyl	ug/l
04630	Organics, PCBs	PCB congener 206, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		40186-72-9	2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl	ug/l
04631	Organics, PCBs	PCB congener 209, water, unfiltered, recoverable, micrograms per liter	Not checked					Total		2051-24-3	Decachlorobiphenyl	ug/l
04632	Organics, PCBs	PCB congener 8, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		34883-43-7	2,4'-Dichlorobiphenyl	ug/l
04633	Organics, PCBs	PCB congener 28, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		7012-37-5	2,4,4'-Trichlorobiphenyl	ug/l
04634	Organics, PCBs	PCB congener 66, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		32598-10-0	2,3',4,4'-Tetrachlorobiphenyl	ug/l
04635	Organics, PCBs	PCB congener 77, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		32598-13-3	3,3',4,4'-Tetrachlorobiphenyl	ug/l
04636	Organics, PCBs	PCB congener 105, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		32598-14-4	2,3,3',4,4'-Pentachlorobiphenyl	ug/l
04637	Organics, PCBs	PCB congener 126, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		57465-28-8	3,3',4,4',5-Pentachlorobiphenyl	ug/l
04638	Organics, PCBs	PCB congener 138, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		35065-28-2	2,2',3,4,4',5'-Hexachlorobiphenyl	ug/l
04639	Organics, PCBs	PCB congener 153, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		35065-27-1	2,2',4,4',5,5'-Hexachlorobiphenyl	ug/l
04640	Organics, PCBs	PCB congener 169, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		32774-16-6	3,3',4,4',5,5'-Hexachlorobiphenyl	ug/l
04641	Organics, PCBs	PCB congener 170, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		35065-30-6	2,2',3,3',4,4',5-Heptachlorobiphenyl	ug/l
04642	Organics, PCBs	PCB congener 184, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		74472-48-3	2,2',3,4,4',6,6'-Heptachlorobiphenyl	ug/l
04643	Organics, PCBs	PCB congener 187, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		52663-68-0	2,2',3,4',5,5',6-Heptachlorobiphenyl	ug/l
04644	Organics, PCBs	PCB congener 195, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		52663-78-2	2,2',3,3',4,4',5,6-Octachlorobiphenyl	ug/l
04645	Organics, PCBs	PCB congener 209, water, filtered, recoverable, micrograms per liter	Not checked					Dissolved		2051-24-3	Decachlorobiphenyl	ug/l
04646	Organics, PCBs	PCB congener 66, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				32598-10-0	2,3',4,4'-Tetrachlorobiphenyl	ug/kg
04647	Organics, PCBs	PCB congener 77, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				32598-13-3	3,3',4,4'-Tetrachlorobiphenyl	ug/kg
04648	Organics, PCBs	PCB congener 87, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				38380-02-8	2,2',3,4,5'-Pentachlorobiphenyl	ug/kg
04649	Organics, PCBs	PCB congener 105, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				32598-14-4	2,3,3',4,4'-Pentachlorobiphenyl	ug/kg
04650	Organics, PCBs	PCB congener 126, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				57465-28-8	3,3',4,4',5-Pentachlorobiphenyl	ug/kg
04651	Organics, PCBs	PCB congener 128, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				38380-07-3	2,2',3,3',4,4'-Hexachlorobiphenyl	ug/kg
04652	Organics, PCBs	PCB congener 153, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				35065-27-1	2,2',4,4',5,5'-Hexachlorobiphenyl	ug/kg
04653	Organics, PCBs	PCB congener 169, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				32774-16-6	3,3',4,4',5,5'-Hexachlorobiphenyl	ug/kg
04654	Organics, PCBs	PCB congener 184, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				74472-48-3	2,2',3,4,4',6,6'-Heptachlorobiphenyl	ug/kg
04655	Organics, PCBs	PCB congener 195, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				52663-78-2	2,2',3,3',4,4',5,6-Octachlorobiphenyl	ug/kg
04656	Organics, PCBs	PCB congener 209, solids, recoverable, dry weight, micrograms per kilogram	Not checked			Dry				2051-24-3	Decachlorobiphenyl	ug/kg
04657	Organics, PCBs	PCB congener 8, biota, tissue, recoverable, wet weight, micrograms per kilogram	Not checked			Wet				34883-43-7	2,4'-Dichlorobiphenyl	ug/kg
04658	Organics, PCBs	PCB congener 28, biota, tissue, recoverable, wet weight, micrograms per kilogram	Not checked			Wet				7012-37-5	2,4,4'-Trichlorobiphenyl	ug/kg
04659	Organics, PCBs	PCB congener 66, biota, tissue, recoverable, wet weight, micrograms per kilogram	Not checked			Wet				32598-10-0	2,3',4,4'-Tetrachlorobiphenyl	ug/kg
04660	Organics, PCBs	PCB congener 77, biota, tissue, recoverable, wet weight, micrograms per kilogram	Not checked			Wet				32598-13-3	3,3',4,4'-Tetrachlorobiphenyl	ug/kg
04661	Organics, PCBs	PCB congener 128, biota, tissue, recoverable, wet weight, micrograms per kilogram	Not checked			Wet				38380-07-3	2,2',3,3',4,4'-Hexachlorobiphenyl	ug/kg
04662	Organics, PCBs	PCB congener 153, biota, tissue, recoverable, wet weight, micrograms per kilogram	Not checked			Wet				35065-27-1	2,2',4,4',5,5'-Hexachlorobiphenyl	ug/kg
04663	Organics, PCBs	PCB congener 184, biota, tissue, recoverable, wet weight, micrograms per kilogram	Not checked			Wet				74472-48-3	2,2',3,4,4',6,6'-Heptachlorobiphenyl	ug/kg
04664	Organics, PCBs	PCB congener 195, biota, tissue, recoverable, wet weight, micrograms per kilogram	Not checked			Wet				52663-78-2	2,2',3,3',4,4',5,6-Octachlorobiphenyl	ug/kg
04665	Organics, PCBs	PCB congener 209, biota, tissue, recoverable, wet weight, micrograms per kilogram	Not checked			Wet				2051-24-3	Decachlorobiphenyl	ug/kg
19002	Organics, PCBs	PCB congener 7, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		33284-50-3	2,4-Dichlorobiphenyl	ng/l
19003	Organics, PCBs	PCB congener 6, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		25569-80-6	2,3'-Dichlorobiphenyl	ng/l
19004	Organics, PCBs	PCB congeners 5 plus 8, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-5/8	ng/l
19005	Organics, PCBs	PCB congener 19, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		38444-73-4	2,2',6-Trichlorobiphenyl	ng/l
19006	Organics, PCBs	PCB congener 18, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		37680-65-2	2,2',5-Trichlorobiphenyl	ng/l
19007	Organics, PCBs	PCB congener 17, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		37680-66-3	2,2',4-Trichlorobiphenyl	ng/l
19008	Organics, PCBs	PCB congeners 24 plus 27, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-24/27	ng/l
19009	Organics, PCBs	PCB congeners 16 plus 32, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-16/32	ng/l
19010	Organics, PCBs	PCB congener 26, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		38444-81-4	2,3',5-Trichlorobiphenyl	ng/l
19011	Organics, PCBs	PCB congeners 28 plus 31, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-28/31	ng/l
19012	Organics, PCBs	PCB congener 33, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		38444-86-9	2,3',4'-Trichlorobiphenyl	ng/l
19013	Organics, PCBs	PCB congener 22, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		38444-85-8	2,3,4'-Trichlorobiphenyl	ng/l
19014	Organics, PCBs	PCB congener 45, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		70362-45-7	2,2',3,6-Tetrachlorobiphenyl	ng/l
19015	Organics, PCBs	PCB congener 46, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		41464-47-5	2,2',3,6'-Tetrachlorobiphenyl	ng/l
19016	Organics, PCBs	PCB congener 52, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		35693-99-3	2,2',5,5'-Tetrachlorobiphenyl	ng/l
19017	Organics, PCBs	PCB congener 49, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		41464-40-8	2,2',4,5'-Tetrachlorobiphenyl	ng/l
19018	Organics, PCBs	PCB congeners 47 plus 48, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-47/48	ng/l
19019	Organics, PCBs	PCB congener 44, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		41464-39-5	2,2',3,5'-Tetrachlorobiphenyl	ng/l
19020	Organics, PCBs	PCB congeners 37 plus 42, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-37/42	ng/l
19021	Organics, PCBs	PCB congeners 41 plus 64 plus 71, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-41/64/71	ng/l
19022	Organics, PCBs	PCB congener 40, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		38444-93-8	2,2',3,3'-Tetrachlorobiphenyl	ng/l
19023	Organics, PCBs	PCB congener 74, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		32690-93-0	2,4,4',5-Tetrachlorobiphenyl	ng/l
19024	Organics, PCBs	PCB congeners 70 plus 76, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-70/76	ng/l
19025	Organics, PCBs	PCB congeners 66 plus 95, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-66/95	ng/l
19026	Organics, PCBs	PCB congener 91, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		68194-05-8	2,2',3,4',6-Pentachlorobiphenyl	ng/l
19027	Organics, PCBs	PCB congeners 56 plus 60, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-56/60	ng/l
19028	Organics, PCBs	PCB congeners 84 plus 92, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-84/92	ng/l
19029	Organics, PCBs	PCB congener 101, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		37680-73-2	2,2',4,5,5'-Pentachlorobiphenyl	ng/l
19030	Organics, PCBs	PCB congener 99, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		38380-01-7	2,2',4,4',5-Pentachlorobiphenyl	ng/l
19031	Organics, PCBs	PCB congener 97, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		41464-51-1	2,2',3,4',5'-Pentachlorobiphenyl	ng/l
19032	Organics, PCBs	PCB congener 87, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		38380-02-8	2,2',3,4,5'-Pentachlorobiphenyl	ng/l
19033	Organics, PCBs	PCB congener 85, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		65510-45-4	2,2',3,4,4'-Pentachlorobiphenyl	ng/l
19034	Organics, PCBs	PCB congener 136, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		38411-22-2	2,2',3,3',6,6'-Hexachlorobiphenyl	ng/l
19035	Organics, PCBs	PCB congeners 77 plus 110, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-77/110	ng/l
19036	Organics, PCBs	PCB congener 82, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		52663-62-4	2,2',3,3',4-Pentachlorobiphenyl	ng/l
19037	Organics, PCBs	PCB congener 151, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		52663-63-5	2,2',3,5,5',6-Hexachlorobiphenyl	ng/l
19038	Organics, PCBs	PCB congeners 135 plus 144, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-135/144	ng/l
19039	Organics, PCBs	PCB congener 149, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		38380-04-0	2,2',3,4',5',6-Hexachlorobiphenyl	ng/l
19040	Organics, PCBs	PCB congener 118, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		31508-00-6	2,3',4,4',5-Pentachlorobiphenyl	ng/l
19041	Organics, PCBs	PCB congener 146, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		51908-16-8	2,2',3,4',5,5'-Hexachlorobiphenyl	ng/l
19042	Organics, PCBs	PCB congeners 132 plus 153, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-132/153	ng/l
19043	Organics, PCBs	PCB congener 141, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		52712-04-6	2,2',3,4,5,5'-Hexachlorobiphenyl	ng/l
19044	Organics, PCBs	PCB congeners 137 plus 176, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-137/176	ng/l
19045	Organics, PCBs	PCB congeners 138 plus 163, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-138/163	ng/l
19046	Organics, PCBs	PCB congener 178, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		52663-67-9	2,2',3,3',5,5',6-Heptachlorobiphenyl	ng/l
19047	Organics, PCBs	PCB congeners 182 plus 187, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-182/187	ng/l
19048	Organics, PCBs	PCB congener 183, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		52663-69-1	2,2',3,4,4',5',6-Heptachlorobiphenyl	ng/l
19049	Organics, PCBs	PCB congener 185, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		52712-05-7	2,2',3,4,5,5',6-Heptachlorobiphenyl	ng/l
19050	Organics, PCBs	PCB congener 174, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		38411-25-5	2,2',3,3',4,5,6'-Heptachlorobiphenyl	ng/l
19051	Organics, PCBs	PCB congener 177, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		52663-70-4	2,2',3,3',4,5',6'-Heptachlorobiphenyl	ng/l
19052	Organics, PCBs	PCB congeners 171 plus 202, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-171/202	ng/l
19053	Organics, PCBs	PCB congeners 172 plus 197, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-172/197	ng/l
19054	Organics, PCBs	PCB congener 180, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		35065-29-3	2,2',3,4,4',5,5'-Heptachlorobiphenyl	ng/l
19055	Organics, PCBs	PCB congener 199, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		52663-75-9	2,2',3,3',4,5,5',6'-Octachlorobiphenyl	ng/l
19056	Organics, PCBs	PCB congeners 170 plus 190, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-170/190	ng/l
19057	Organics, PCBs	PCB congener 201, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		40186-71-8	2,2',3,3',4,5',6,6'-Octachlorobiphenyl	ng/l
19058	Organics, PCBs	PCB congeners 196 plus 203, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-196/203	ng/l
19059	Organics, PCBs	PCB congeners 195 plus 208, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		 	PCB-195/208	ng/l
19060	Organics, PCBs	PCB congener 194, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		35694-08-7	2,2',3,3',4,4',5,5'-Octachlorobiphenyl	ng/l
19061	Organics, PCBs	PCB congener 206, water, filtered, recoverable, nanograms per liter	Agree					Dissolved		40186-72-9	2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl	ng/l
19065	Organics, PCBs	PCB congener 7, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		33284-50-3	2,4-Dichlorobiphenyl	ng/l
19066	Organics, PCBs	PCB congener 6, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		25569-80-6	2,3'-Dichlorobiphenyl	ng/l
19067	Organics, PCBs	PCB congeners 5 plus 8, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-5/8	ng/l
19068	Organics, PCBs	PCB congener 19, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		38444-73-4	2,2',6-Trichlorobiphenyl	ng/l
19069	Organics, PCBs	PCB congener 18, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		37680-65-2	2,2',5-Trichlorobiphenyl	ng/l
19070	Organics, PCBs	PCB congener 17, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		37680-66-3	2,2',4-Trichlorobiphenyl	ng/l
19071	Organics, PCBs	PCB congeners 24 plus 27, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-24/27	ng/l
19072	Organics, PCBs	PCB congeners 16 plus 32, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-16/32	ng/l
19073	Organics, PCBs	PCB congener 26, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		38444-81-4	2,3',5-Trichlorobiphenyl	ng/l
19074	Organics, PCBs	PCB congeners 28 plus 31, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-28/31	ng/l
19075	Organics, PCBs	PCB congener 33, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		38444-86-9	2,3',4'-Trichlorobiphenyl	ng/l
19076	Organics, PCBs	PCB congener 22, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		38444-85-8	2,3,4'-Trichlorobiphenyl	ng/l
19077	Organics, PCBs	PCB congener 45, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		70362-45-7	2,2',3,6-Tetrachlorobiphenyl	ng/l
19078	Organics, PCBs	PCB congener 46, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		41464-47-5	2,2',3,6'-Tetrachlorobiphenyl	ng/l
19079	Organics, PCBs	PCB congener 52, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		35693-99-3	2,2',5,5'-Tetrachlorobiphenyl	ng/l
19080	Organics, PCBs	PCB congener 49, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		41464-40-8	2,2',4,5'-Tetrachlorobiphenyl	ng/l
19081	Organics, PCBs	PCB congeners 47 plus 48, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-47/48	ng/l
19082	Organics, PCBs	PCB congener 44, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		41464-39-5	2,2',3,5'-Tetrachlorobiphenyl	ng/l
19083	Organics, PCBs	PCB congeners 37 plus 42, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-37/42	ng/l
19084	Organics, PCBs	PCB congeners 41 plus 64 plus 71, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-41/64/71	ng/l
19085	Organics, PCBs	PCB congener 40, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		38444-93-8	2,2',3,3'-Tetrachlorobiphenyl	ng/l
19086	Organics, PCBs	PCB congener 74, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		32690-93-0	2,4,4',5-Tetrachlorobiphenyl	ng/l
19087	Organics, PCBs	PCB congeners 70 plus 76, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-70/76	ng/l
19088	Organics, PCBs	PCB congeners 66 plus 95, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-66/95	ng/l
19089	Organics, PCBs	PCB congener 91, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		68194-05-8	2,2',3,4',6-Pentachlorobiphenyl	ng/l
19090	Organics, PCBs	PCB congeners 56 plus 60, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-56/60	ng/l
19091	Organics, PCBs	PCB congeners 84 plus 92, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		 	PCB-84/92	ng/l
19092	Organics, PCBs	PCB congener 101, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		37680-73-2	2,2',4,5,5'-Pentachlorobiphenyl	ng/l
19093	Organics, PCBs	PCB congener 99, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		38380-01-7	2,2',4,4',5-Pentachlorobiphenyl	ng/l
19094	Organics, PCBs	PCB congener 97, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		41464-51-1	2,2',3,4',5'-Pentachlorobiphenyl	ng/l
19095	Organics, PCBs	PCB congener 87, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		38380-02-8	2,2',3,4,5'-Pentachlorobiphenyl	ng/l
19096	Organics, PCBs	PCB congener 85, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		65510-45-4	2,2',3,4,4'-Pentachlorobiphenyl	ng/l
19097	Organics, PCBs	PCB congener 136, suspended sediment, recoverable, nanograms per liter	Agree					Suspended		38411-22-2	2,2',3,3',6,6'-Hexachlorobiphenyl	ng/l
